CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009920,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,1032 W 76TH ST,60620,1170630.69730682,1854421.56778257,17,6,71,,41.7561210645806,-87.65030540428116,"{'latitude': '41.7561210645806', 'longitude': '-87.65030540428116', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009927,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,1000 W 76TH ST,60620,1170960.93148341,1854430.93628142,17,6,71,,41.75613912916918,-87.64909626287925,"{'latitude': '41.75613912916918', 'longitude': '-87.64909626287925', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009934,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,1327 W 74TH ST,60636,1168600.06488414,1855691.6102994,17,7,67,,41.75942093872408,-87.65833705928976,"{'latitude': '41.75942093872408', 'longitude': '-87.65833705928976', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009942,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,1517 W MARQUETTE RD,60636,1167307.91433113,1860301.57591112,17,7,67,,41.77210786993906,-87.6623165923337,"{'latitude': '41.77210786993906', 'longitude': '-87.6623165923337', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009951,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,7502 S DAMEN AVE,60620,1164323.84718377,1854957.92191625,18,6,71,,41.757497140618746,-87.67348446935846,"{'latitude': '41.757497140618746', 'longitude': '-87.67348446935846', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00009960,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,1700 W 76TH ST,60620,1166330.54290485,1854306.00840538,17,6,71,,41.755897164990614,-87.6660659991897,"{'latitude': '41.755897164990614', 'longitude': '-87.6660659991897', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010148,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,8213 S HALSTED ST,60620,1172400.3831858,1850404.0508089,21,6,71,,41.7447589002109,-87.64372389168464,"{'latitude': '41.7447589002109', 'longitude': '-87.64372389168464', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010197,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,2501 W 74TH ST,60629,1160980.1138842,1855503.6081159,18,8,66,14,41.75907578757452,-87.68559916821854,"{'latitude': '41.75907578757452', 'longitude': '-87.68559916821854', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010205,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,7255 S WESTERN AVE,60636,1161631.046723,1856484.29851004,18,8,66,14,41.7612582359188,-87.68300321518137,"{'latitude': '41.7612582359188', 'longitude': '-87.68300321518137', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010218,Pot Hole in Street,Dispatch Crew,Pothole Patched,17,500 E 103RD ST,60628,1181397.09138403,1836776.86233276,9,5,49,41,41.707461958944805,-87.61127155334229,"{'latitude': '41.707461958944805', 'longitude': '-87.61127155334229', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010293,Pot Hole in Street,Dispatch Crew,Pothole Patched,3,9775 S VANDERPOEL AVE,60643,1166517.44087398,1839883.6933962,19,22,72,,41.7157986816102,-87.66551489128312,"{'latitude': '41.7157986816102', 'longitude': '-87.66551489128312', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010310,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,2115 W 95TH ST,60643,1163836.099576,1841622.67861264,19,22,72,4,41.72092523092115,-87.67552504975087,"{'latitude': '41.72092523092115', 'longitude': '-87.67552504975087', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010319,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,2059 W 95TH ST,60643,1164059.3327869,1841627.98710207,19,22,72,4,41.7209338722622,-87.67476907737793,"{'latitude': '41.7209338722622', 'longitude': '-87.67476907737793', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010333,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,9715 S DAMEN AVE,60643,1164735.67556882,1840220.22302503,19,22,72,,41.716959552618064,-87.67209440284066,"{'latitude': '41.716959552618064', 'longitude': '-87.67209440284066', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-03T00:00:00,11-00010427,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,100 W FULLERTON DR,60614,1175279.81337666,1916446.37878897,43,23,7,,41.92621279617654,-87.63140532144641,"{'latitude': '41.92621279617654', 'longitude': '-87.63140532144641', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00005028,Pot Hole in Street,Dispatch Crew,Complete Upon Arrival,0,1002 S MICHIGAN AVE,60605,1177415.20740968,1895978.58957414,2,1,32,,41.869839089234624,-87.62426778142022,"{'latitude': '41.869839089234624', 'longitude': '-87.62426778142022', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00005167,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,6724 S EBERHART AVE,60637,1180733.6048077,1860537.45000625,20,3,42,,41.7722368403803,-87.61315810867097,"{'latitude': '41.7722368403803', 'longitude': '-87.61315810867097', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006226,Pot Hole in Street,Dispatch Crew,Pothole Patched,18,6100 N MCVICKER AVE,60646,1134918.23997202,1940319.12997904,45,16,10,,41.992527183339796,-87.77923824795644,"{'latitude': '41.992527183339796', 'longitude': '-87.77923824795644', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006254,Pot Hole in Street,Dispatch Crew,Pothole Patched,3,300 W FULLERTON PKWY,60614,1173860.119874,1916269.91397402,43,23,7,,41.925765554708754,-87.63665127328248,"{'latitude': '41.925765554708754', 'longitude': '-87.63665127328248', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006568,Pot Hole in Street,Dispatch Crew,Complete Upon Arrival,0,2104 N SEDGWICK ST,60614,1173248.2283241,1914281.90510952,43,18,7,23,41.920343645710915,-87.6390281255265,"{'latitude': '41.920343645710915', 'longitude': '-87.6390281255265', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006673,Pot Hole in Street,Dispatch Crew,CDOT Pavement Cave-In Survey Transfer Outcome,0,1731 N BISSELL ST,,1169931.77009309,1911679.00627922,43,18,7,,41.91346263172876,-87.65138301771255,"{'latitude': '41.91346263172876', 'longitude': '-87.65138301771255', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006770,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,10222 S TORRENCE AVE,60617,1195489.42290471,1837706.08010912,10,4,51,,41.709280863265484,-87.55983826189185,"{'latitude': '41.709280863265484', 'longitude': '-87.55983826189185', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00006778,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,10000 S CARPENTER ST,60643,1171081.69851371,1838499.84126656,34,22,73,,41.71221748122188,-87.64919832775557,"{'latitude': '41.71221748122188', 'longitude': '-87.64919832775557', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00007771,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,220 W DIVISION ST,60610,1174252.63268891,1908322.32582036,43,18,8,,41.903950464677756,-87.63540462508249,"{'latitude': '41.903950464677756', 'longitude': '-87.63540462508249', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00007956,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,2200 W FULLERTON AVE,60647,1161052.46382905,1915913.16008042,1,14,22,,41.92506406199671,-87.68368164753127,"{'latitude': '41.92506406199671', 'longitude': '-87.68368164753127', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009070,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,9600 S AVENUE L,60617,1201782.87460191,1842052.42889178,10,4,52,,41.721244098700176,-87.53664553501913,"{'latitude': '41.721244098700176', 'longitude': '-87.53664553501913', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009096,Pot Hole in Street,Dispatch Crew, No Problem Found,0,13141 S ESCANABA AVE,60633,1197437.45531744,1818420.3572895,10,4,55,,41.656122986550436,-87.55305601592796,"{'latitude': '41.656122986550436', 'longitude': '-87.55305601592796', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009538,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,10 S WACKER DR,60606,1173868.13289451,1900289.38537694,2,1,32,,41.881722456809335,-87.63716361820067,"{'latitude': '41.881722456809335', 'longitude': '-87.63716361820067', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009547,Pot Hole in Street,Dispatch Crew,Pothole Patched,26,232 W WACKER DR,60606,1174552.50089897,1902153.82390917,42,1,32,,41.88702902430361,-87.63493698569339,"{'latitude': '41.88702902430361', 'longitude': '-87.63493698569339', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009556,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,250 W WACKER DR,60606,1174478.61573094,1902148.04127375,42,1,32,,41.886978609377806,-87.63542964238442,"{'latitude': '41.886978609377806', 'longitude': '-87.63542964238442', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009559,Pot Hole in Street,Dispatch Crew,Pothole Patched,18,300 S WACKER DR,60606,1173906.80937011,1898931.36861127,2,1,32,,41.87801092371806,-87.63705852233733,"{'latitude': '41.87801092371806', 'longitude': '-87.63705852233733', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009567,Pot Hole in Street,Dispatch Crew,Pothole Patched,,120 S WACKER DR,60606,1173950.89300721,1899769.62240308,2,1,32,,41.880098702900156,-87.63712056615933,"{'latitude': '41.880098702900156', 'longitude': '-87.63712056615933', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009572,Pot Hole in Street,Dispatch Crew,Pothole Patched,40,1 S WACKER DR,60606,1173935.98599113,1900330.14318833,2,1,32,,41.88188622746245,-87.63661833048015,"{'latitude': '41.88188622746245', 'longitude': '-87.63661833048015', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009586,Pot Hole in Street,Dispatch Crew,Pothole Patched,0,171 N WACKER DR,60606,1173855.81869511,1901458.35469231,42,1,32,,41.88512412746692,-87.63666534696361,"{'latitude': '41.88512412746692', 'longitude': '-87.63666534696361', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009593,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,130 S CANAL ST,60606,1173160.2977804,1899699.60150098,2,1,28,,41.87961626801739,-87.63976452343368,"{'latitude': '41.87961626801739', 'longitude': '-87.63976452343368', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009599,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,100 N CANAL ST,60606,1173121.90092999,1900784.38497907,42,1,28,,41.88323388235611,-87.63989599886943,"{'latitude': '41.88323388235611', 'longitude': '-87.63989599886943', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009643,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,103 N WELLS ST,60606,1174722.73218467,1900838.18709955,42,1,32,,41.8832961645298,-87.63371288930755,"{'latitude': '41.8832961645298', 'longitude': '-87.63371288930755', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009708,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,205 S WELLS ST,60604,1174764.45348782,1899361.43820609,42,1,32,,41.87922374335762,-87.63361130835926,"{'latitude': '41.87922374335762', 'longitude': '-87.63361130835926', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009713,Pot Hole in Street,Dispatch Crew,Pothole Patched,18,250 S WELLS ST,60606,1174769.62247103,1899089.32291888,2,1,32,,41.878146923799655,-87.63387680997683,"{'latitude': '41.878146923799655', 'longitude': '-87.63387680997683', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009723,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,160 N LA SALLE ST,60601,1175107.77551805,1901271.25573342,42,1,32,,41.884818903985376,-87.63257696247284,"{'latitude': '41.884818903985376', 'longitude': '-87.63257696247284', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009737,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,100 N JEFFERSON ST,60661,1172316.48798866,1900774.61590212,42,1,28,,41.883233316294614,-87.64284806296831,"{'latitude': '41.883233316294614', 'longitude': '-87.64284806296831', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009744,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,111 N JEFFERSON ST,60661,1172313.28798866,1900886.91590212,42,1,28,,41.883552809765305,-87.64256239269268,"{'latitude': '41.883552809765305', 'longitude': '-87.64256239269268', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009841,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,700 W ARMITAGE AVE,60614,1171283.47001389,1913536.51001487,43,18,7,,41.918323059869664,-87.64618038808031,"{'latitude': '41.918323059869664', 'longitude': '-87.64618038808031', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009857,Pot Hole in Street,Dispatch Crew,Pothole Patched,11,6300 W BERWYN AVE,60630,1133301.73097795,1934858.06338169,45,16,11,,41.97758279657411,-87.7852393451488,"{'latitude': '41.97758279657411', 'longitude': '-87.7852393451488', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00009870,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,5301 N MOBILE AVE,60630,1133301.83097795,1934864.76338169,45,16,11,,41.977562026022525,-87.78501680142682,"{'latitude': '41.977562026022525', 'longitude': '-87.78501680142682', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00010163,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,13000 S TORRENCE AVE,60633,1195765.5660093,1819350.68728964,10,4,55,,41.65912618993175,-87.55943274194281,"{'latitude': '41.65912618993175', 'longitude': '-87.55943274194281', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00010317,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,12000 S HALSTED ST,60628,1173155.63752822,1825281.89570069,34,5,53,,41.675896558814784,-87.6419907812061,"{'latitude': '41.675896558814784', 'longitude': '-87.6419907812061', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00010904,Pot Hole in Street,Dispatch Crew,Pothole Patched,21,1724 N WINNEBAGO AVE,60647,1161212.58742433,1911579.87220652,1,14,24,33,41.91304850724214,-87.68337789003316,"{'latitude': '41.91304850724214', 'longitude': '-87.68337789003316', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00011177,Pot Hole in Street,Dispatch Crew,Pothole Patched,100,2632 E 130TH ST,60633,1195765.5660093,1819350.68728964,10,4,55,,41.65930149319852,-87.55923370012204,"{'latitude': '41.65930149319852', 'longitude': '-87.55923370012204', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-04T00:00:00,11-00012028,Pot Hole in Street,Dispatch Crew, No Problem Found,0,8500 S GREEN BAY AVE,60617,1200277.02360368,1849257.53008928,10,4,46,,41.74105173586356,-87.54191652719825,"{'latitude': '41.74105173586356', 'longitude': '-87.54191652719825', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005013,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,5834 W 63RD PL,60638,1138607.34867505,1861879.16637414,13,8,64,,41.77721368946962,-87.76799173416255,"{'latitude': '41.77721368946962', 'longitude': '-87.76799173416255', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005014,Pot Hole in Street,Dispatch Crew,Pothole Patched,3,5924 W 63RD PL,60638,1138017.61100303,1861808.05741259,13,8,64,,41.77717519170255,-87.77005650241546,"{'latitude': '41.77717519170255', 'longitude': '-87.77005650241546', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005021,Pot Hole in Street,Dispatch Crew,Pothole Patched,15,5915 W 63RD PL,60638,1138078.81100303,1861810.15741259,13,8,64,,41.77681881305121,-87.76966318396745,"{'latitude': '41.77681881305121', 'longitude': '-87.76966318396745', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005022,Pot Hole in Street,Dispatch Crew,Pothole Patched,9,5825 W 63RD PL,60638,1138668.54867505,1861881.16637414,13,8,64,,41.776859573865075,-87.76759781514826,"{'latitude': '41.776859573865075', 'longitude': '-87.76759781514826', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005160,Pot Hole in Street,Dispatch Crew,Completed,0,4600 S WABASH AVE,60653,1177486.86700898,1874541.64241304,3,2,38,56,41.81097856131562,-87.62465341033419,"{'latitude': '41.81097856131562', 'longitude': '-87.62465341033419', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00005332,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,4658 S WENTWORTH AVE,60609,1175356.2222039,1874008.36009275,3,9,37,,41.809249438775126,-87.63267135636828,"{'latitude': '41.809249438775126', 'longitude': '-87.63267135636828', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006190,Pot Hole in Street,Dispatch Crew,Pothole Patched,4,5700 N CLARK ST,60660,1164817.06349426,1937981.19008668,40,20,77,22,41.98543836169522,-87.66933050632552,"{'latitude': '41.98543836169522', 'longitude': '-87.66933050632552', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006341,Pot Hole in Street,Dispatch Crew,Completed,1,1600 N LAKE SHORE DR,60614,1176689.23258486,1911038.66657716,43,18,7,,41.911224555610815,-87.6264825724256,"{'latitude': '41.911224555610815', 'longitude': '-87.6264825724256', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006368,Pot Hole in Street,Dispatch Crew,Pothole Patched,24,5300 S LOOMIS BLVD,60609,1167897.43201727,1869606.79009063,16,9,61,,41.79764783905511,-87.65996857829404,"{'latitude': '41.79764783905511', 'longitude': '-87.65996857829404', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006388,Pot Hole in Street,Dispatch Crew,Pothole Patched,56,5400 S LOOMIS BLVD,60609,1167915.03692544,1868942.10991531,16,9,61,,41.79582470817011,-87.65992405474121,"{'latitude': '41.79582470817011', 'longitude': '-87.65992405474121', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006410,Pot Hole in Street,Dispatch Crew,Pothole Patched,37,1020 W 59TH ST,60621,1170440.00741233,1865692.42026718,16,7,68,,41.787051821105635,-87.65080627026363,"{'latitude': '41.787051821105635', 'longitude': '-87.65080627026363', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00006421,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,1900 W 51ST ST,60609,1164547.08611512,1870861.23331191,16,9,61,,41.80136424602573,-87.67210786724173,"{'latitude': '41.80136424602573', 'longitude': '-87.67210786724173', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00007737,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,6219 W FULLERTON AVE,60639,1134458.66002678,1915284.22000748,29,25,19,,41.923630632784125,-87.7813392517364,"{'latitude': '41.923630632784125', 'longitude': '-87.7813392517364', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00007746,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,6155 W FULLERTON AVE,60639,1134887.4901091,1915295.62718892,29,25,19,,41.923645091760505,-87.7803559366628,"{'latitude': '41.923645091760505', 'longitude': '-87.7803559366628', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008253,Pot Hole in Street,Dispatch Crew,Pothole Patched,9,149 E WALTON PL,60611,1177433.68838412,1906953.63771097,42,18,8,,41.899905522713645,-87.62358984117287,"{'latitude': '41.899905522713645', 'longitude': '-87.62358984117287', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008374,Pot Hole in Street,Dispatch Crew,Completed,0,1000 N LAKE SHORE DR,60611,1177323.45566697,1907246.95042657,42,18,8,,41.900752974041694,-87.62423499977997,"{'latitude': '41.900752974041694', 'longitude': '-87.62423499977997', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008538,Pot Hole in Street,Dispatch Crew,Pothole Patched,15,4856 N NOTTINGHAM AVE,60656,1128286.37888211,1931852.84808796,41,16,10,,41.969953895103885,-87.80381912210207,"{'latitude': '41.969953895103885', 'longitude': '-87.80381912210207', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008593,Pot Hole in Street,Dispatch Crew,Completed,0,1100 N LAKE SHORE DR,60611,1177212.63330667,1907835.52827112,42,18,8,,41.902461925753755,-87.62466060077755,"{'latitude': '41.902461925753755', 'longitude': '-87.62466060077755', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008677,Pot Hole in Street,Dispatch Crew,Pothole Patched,6,6111 N DAMEN AVE,60659,1161891.64660552,1940428.73633065,40,24,2,,41.992249809681894,-87.67972525775437,"{'latitude': '41.992249809681894', 'longitude': '-87.67972525775437', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008683,Pot Hole in Street,Dispatch Crew,Pothole Patched,7,6123 N DAMEN AVE,60659,1161887.94831715,1940556.75002832,40,24,2,,41.99260980125003,-87.67973589511726,"{'latitude': '41.99260980125003', 'longitude': '-87.67973589511726', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008697,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,6160 N DAMEN AVE,60659,1161878.74831715,1940883.95002832,40,24,2,,41.993672704020256,-87.6800573667069,"{'latitude': '41.993672704020256', 'longitude': '-87.6800573667069', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008706,Pot Hole in Street,Dispatch Crew,Pothole Patched,13,1763 W GRANVILLE AVE,60660,1163485.40138712,1941228.95130844,40,24,77,,41.994254287598814,-87.67434337196029,"{'latitude': '41.994254287598814', 'longitude': '-87.67434337196029', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008746,Pot Hole in Street,Dispatch Crew,Pothole Patched,3,1701 W GRANVILLE AVE,60660,1164046.49512257,1941246.95222058,40,24,77,,41.994298505117825,-87.67195440032938,"{'latitude': '41.994298505117825', 'longitude': '-87.67195440032938', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008775,Pot Hole in Street,Dispatch Crew,Pothole Patched,16,400 S KEELER AVE,60624,1148458.91040779,1897691.57786877,24,11,26,,41.87515716314264,-87.73053130900452,"{'latitude': '41.87515716314264', 'longitude': '-87.73053130900452', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00008953,Pot Hole in Street,Dispatch Crew,Pothole Patched,1,222 E PEARSON ST,60611,1178207.91008603,1906091.32709085,42,18,8,,41.897739439040045,-87.62089543784585,"{'latitude': '41.897739439040045', 'longitude': '-87.62089543784585', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00009146,Pot Hole in Street,Dispatch Crew, No Problem Found,0,1599 E 66TH PL,60637,1188013.56293393,1861214.80008613,5,3,42,,41.774144907364274,-87.58644494936438,"{'latitude': '41.774144907364274', 'longitude': '-87.58644494936438', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00009577,Pot Hole in Street,Dispatch Crew,Pothole Patched,2,5859 W 59TH ST,60638,1138264.1830302,1864846.6360656,13,8,64,,41.78514136320787,-87.76927407081037,"{'latitude': '41.78514136320787', 'longitude': '-87.76927407081037', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00009611,Pot Hole in Street,Dispatch Crew,Completed,0,103 N WELLS ST,60606,1174722.73218467,1900838.18709955,42,1,32,,41.8832961645298,-87.63371288930755,"{'latitude': '41.8832961645298', 'longitude': '-87.63371288930755', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00009829,Pot Hole in Street,Dispatch Crew,Completed,0,2700 N LAKE SHORE DR,60614,1173691.41311681,1918254.82373029,43,23,7,,41.93125080756706,-87.63716177138394,"{'latitude': '41.93125080756706', 'longitude': '-87.63716177138394', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00010164,Pot Hole in Street,Dispatch Crew,Pothole Patched,20,5000 S CALUMET AVE,60615,1179279.33043396,1871942.24440103,3,2,38,52,41.80380454109243,-87.61815854361738,"{'latitude': '41.80380454109243', 'longitude': '-87.61815854361738', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00010211,Pot Hole in Street,Dispatch Crew,Completed,0,5100 S CALUMET AVE,60615,1179357.75012456,1871280.37757218,3,2,40,52,41.80198381014341,-87.61789128048663,"{'latitude': '41.80198381014341', 'longitude': '-87.61789128048663', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00010223,Pot Hole in Street,Dispatch Crew,Completed,0,3200 S PRAIRIE AVE,60616,1178469.13218594,1883836.30000451,3,21,35,,41.83646510014939,-87.62079693174144,"{'latitude': '41.83646510014939', 'longitude': '-87.62079693174144', 'needs_recoding': False}"
2011-01-03T00:00:00,Completed,2011-01-05T00:00:00,11-00010334,Pot Hole in Street,Dispatch Crew,Pothole Patched,5,1600 E 95TH ST,60617,1188504.43430277,1842299.31671488,8,4,51,50,41.72244945701069,-87.58500356910938,"{'latitude': '41.72244945701069', 'longitude': '-87.58500356910938', 'needs_recoding': False}"
