Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001387,Street Lights - All/Out,5400 S LAFLIN ST,60609,1167253.6928114,1868925.84582437,16,9,61,41.79588631566056,-87.66220436195518,"{'latitude': '41.79588631566056', 'longitude': '-87.66220436195518', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001419,Street Lights - All/Out,7300 S DORCHESTER AVE,60619,1186803.76450381,1856873.5742701,5,3,43,41.762372677834776,-87.59089553954587,"{'latitude': '41.762372677834776', 'longitude': '-87.59089553954587', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001537,Street Lights - All/Out,5200 S GREENWOOD AVE,60615,1184262.42758394,1870888.3179026,4,2,41,41.80089017714488,-87.59977157908101,"{'latitude': '41.80089017714488', 'longitude': '-87.59977157908101', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001795,Street Lights - All/Out,5600 W WEST END AVE,60644,1139009.70268904,1900917.81627057,29,15,25,41.88423547708274,-87.7650018318914,"{'latitude': '41.88423547708274', 'longitude': '-87.7650018318914', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001875,Street Lights - All/Out,124 W 99TH ST,60628,1177140.46466783,1839311.90567892,9,5,49,41.71440468414921,-87.62684100084064,"{'latitude': '41.71440468414921', 'longitude': '-87.62684100084064', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-04T00:00:00,13-00001886,Street Lights - All/Out,400 S RACINE AVE,60607,1168440.58471833,1898319.36683302,2,12,28,41.876519435739496,-87.65700327011278,"{'latitude': '41.876519435739496', 'longitude': '-87.65700327011278', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-05T00:00:00,13-00000265,Street Lights - All/Out,2900 W FERDINAND ST,60612,1156791.5018784,1903150.69820074,27,12,23,41.890021000756796,-87.69964398135177,"{'latitude': '41.890021000756796', 'longitude': '-87.69964398135177', 'needs_recoding': False}"
2013-01-01T00:00:00,Completed,2013-01-09T00:00:00,13-00001765,Street Lights - All/Out,1500 W 64TH ST,60636,1167434.97751435,1862296.05159099,16,7,67,41.77768946840065,-87.66172948642328,"{'latitude': '41.77768946840065', 'longitude': '-87.66172948642328', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-02T00:00:00,11-00003512,Street Lights - All/Out,5600 S NEW ENGLAND AVE,60638,1131341.77961406,1866641.23048946,23,8,56,41.790310793078085,-87.7939502791106,"{'latitude': '41.790310793078085', 'longitude': '-87.7939502791106', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-02T00:00:00,11-00003956,Street Lights - All/Out,1158 W 20TH PL,60608,1168998.40558061,1890238.08992061,25,12,31,41.85433168363339,-87.65518953274243,"{'latitude': '41.85433168363339', 'longitude': '-87.65518953274243', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-02T00:00:00,11-00004163,Street Lights - All/Out,9000 S WESTERN AVE,,1161943.05131686,1844896.34997279,0,0,0,41.730058034640095,-87.68234570109749,"{'latitude': '41.730058034640095', 'longitude': '-87.68234570109749', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-02T00:00:00,11-00004605,Street Lights - All/Out,8800 S LEAVITT ST,60620,1163233.92999259,1846088.7699953,19,22,72,41.73330333381242,-87.67758351824115,"{'latitude': '41.73330333381242', 'longitude': '-87.67758351824115', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00003517,Street Lights - All/Out,7100 S WINCHESTER AVE,60636,1164582.92397455,1857584.26016883,17,7,67,41.76482032407756,-87.6723179415223,"{'latitude': '41.76482032407756', 'longitude': '-87.6723179415223', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00003530,Street Lights - All/Out,1600 W 43RD ST,60609,1166394.34917561,1876201.82310003,12,9,61,41.815870797239896,-87.66514819234766,"{'latitude': '41.815870797239896', 'longitude': '-87.66514819234766', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00003535,Street Lights - All/Out,1701 W 43RD ST,60609,1165717.31991359,1876188.55378307,12,9,61,41.81584880428669,-87.66763204691361,"{'latitude': '41.81584880428669', 'longitude': '-87.66763204691361', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00003568,Street Lights - All/Out,5700 W RACE AVE,60644,1138242.30002864,1903046.82998652,29,15,25,41.89009167588824,-87.76776834173107,"{'latitude': '41.89009167588824', 'longitude': '-87.76776834173107', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00003831,Street Lights - All/Out,2400 N LAWNDALE AVE,60647,1151311.76799705,1915702.42458606,35,25,22,41.924573415979914,-87.7194382474879,"{'latitude': '41.924573415979914', 'longitude': '-87.7194382474879', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004372,Street Lights - All/Out,626 E 92ND ST,60619,1182023.3840222,1844110.78581128,6,6,44,41.72746205913295,-87.60880997106138,"{'latitude': '41.72746205913295', 'longitude': '-87.60880997106138', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004382,Street Lights - All/Out,700 E 92ND ST,60619,1182510.10773355,1844125.78050655,6,6,44,41.72749195050309,-87.60702658094844,"{'latitude': '41.72749195050309', 'longitude': '-87.60702658094844', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004393,Street Lights - All/Out,600 E 92ND ST,60619,1181849.9840222,1844105.38581128,6,6,44,41.72745124420747,-87.60944532241085,"{'latitude': '41.72745124420747', 'longitude': '-87.60944532241085', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004413,Street Lights - All/Out,9100 S WOODLAWN AVE,60619,1185802.03997973,1844892.03998662,8,4,47,41.72951779627217,-87.59494378368971,"{'latitude': '41.72951779627217', 'longitude': '-87.59494378368971', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004427,Street Lights - All/Out,2443 N LAWNDALE AVE,60647,1151304.36799705,1915989.02458606,35,25,22,41.925360016540225,-87.71945789931733,"{'latitude': '41.925360016540225', 'longitude': '-87.71945789931733', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004447,Street Lights - All/Out,6900 S ELIZABETH ST,60636,1169180.10728057,1859024.93066886,17,7,67,41.76867552667038,-87.65542634201557,"{'latitude': '41.76867552667038', 'longitude': '-87.65542634201557', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004491,Street Lights - All/Out,3700 W FULLERTON AVE,60647,1151311.76799705,1915702.42458606,35,25,22,41.924573415979914,-87.7194382474879,"{'latitude': '41.924573415979914', 'longitude': '-87.7194382474879', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004499,Street Lights - All/Out,7900 S ESSEX AVE,60617,1194228.81139211,1853072.72011668,7,4,46,41.75176376184063,-87.56380680696981,"{'latitude': '41.75176376184063', 'longitude': '-87.56380680696981', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004547,Street Lights - All/Out,1120 N HARDING AVE,60651,1149848.40982245,1907184.13073002,27,11,23,41.90122703023144,-87.72503728524748,"{'latitude': '41.90122703023144', 'longitude': '-87.72503728524748', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004616,Street Lights - All/Out,6800 N MOSELLE AVE,60646,1133768.30768098,1945089.86941389,41,16,12,42.00554201182901,-87.78320814002413,"{'latitude': '42.00554201182901', 'longitude': '-87.78320814002413', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004618,Street Lights - All/Out,9200 S WOODLAWN AVE,60619,1185815.25189286,1844219.31201467,8,4,47,41.72767144564262,-87.59491652627935,"{'latitude': '41.72767144564262', 'longitude': '-87.59491652627935', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004628,Street Lights - All/Out,4500 N PULASKI RD,60630,1148918.92842095,1929543.95999701,39,17,14,41.962602394936305,-87.7278713927225,"{'latitude': '41.962602394936305', 'longitude': '-87.7278713927225', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004672,Street Lights - All/Out,5548 S UNION AVE,60621,1172579.86419498,1868006.49716827,3,7,68,41.79324775856573,-87.64270014047403,"{'latitude': '41.79324775856573', 'longitude': '-87.64270014047403', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004693,Street Lights - All/Out,7800 S SOUTH SHORE DR,60649,1197554.46680355,1854381.75459019,7,4,43,41.75527357549289,-87.55157650261778,"{'latitude': '41.75527357549289', 'longitude': '-87.55157650261778', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004734,Street Lights - All/Out,6200 S NASHVILLE AVE,60638,1133475.75168094,1862692.07646713,23,8,64,41.77943657386252,-87.78621752319206,"{'latitude': '41.77943657386252', 'longitude': '-87.78621752319206', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004755,Street Lights - All/Out,10900 S PARNELL AVE,60628,1174570.92549839,1832610.14431994,34,22,49,41.69607154394455,-87.63645029919432,"{'latitude': '41.69607154394455', 'longitude': '-87.63645029919432', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004764,Street Lights - All/Out,5500 S UNION AVE,60621,1172572.66419498,1868276.29716827,3,7,68,41.79398827750006,-87.64271859438117,"{'latitude': '41.79398827750006', 'longitude': '-87.64271859438117', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004777,Street Lights - All/Out,6900 N MEDFORD AVE,60646,1134071.51981631,1945287.96021095,41,16,12,42.006080236764625,-87.78208788389784,"{'latitude': '42.006080236764625', 'longitude': '-87.78208788389784', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004790,Street Lights - All/Out,9100 S WOODLAWN AVE,60619,1185802.03997973,1844892.03998662,8,4,47,41.72951779627217,-87.59494378368971,"{'latitude': '41.72951779627217', 'longitude': '-87.59494378368971', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004795,Street Lights - All/Out,1719 W 43RD ST,60609,1165525.42986658,1876184.89477605,12,9,61,41.815842840712456,-87.6683360414292,"{'latitude': '41.815842840712456', 'longitude': '-87.6683360414292', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004804,Street Lights - All/Out,635 E 92ND ST,60619,1182083.3840222,1844112.58581128,9,6,44,41.72746561249776,-87.60859012837878,"{'latitude': '41.72746561249776', 'longitude': '-87.60859012837878', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004814,Street Lights - All/Out,6831 N MOSELLE AVE,60646,1134071.51981631,1945287.96021095,41,16,12,42.006080236764625,-87.78208788389784,"{'latitude': '42.006080236764625', 'longitude': '-87.78208788389784', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004828,Street Lights - All/Out,600 E 92ND ST,60619,1181849.9840222,1844105.38581128,6,6,44,41.72745124420747,-87.60944532241085,"{'latitude': '41.72745124420747', 'longitude': '-87.60944532241085', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004873,Street Lights - All/Out,1000 N HARDING AVE,60651,1149872.20079175,1906385.42017855,27,11,23,41.89903482469257,-87.7249707022792,"{'latitude': '41.89903482469257', 'longitude': '-87.7249707022792', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-03T00:00:00,11-00004931,Street Lights - All/Out,1130 N HARDING AVE,60651,1149846.40982245,1907251.23073002,27,11,23,41.901411198302185,-87.72504288389216,"{'latitude': '41.901411198302185', 'longitude': '-87.72504288389216', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00003590,Street Lights - All/Out,1600 S MILLARD AVE,60623,1152303.35937621,1891798.41852205,24,10,29,41.85895887852716,-87.71642619354607,"{'latitude': '41.85895887852716', 'longitude': '-87.71642619354607', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00003728,Street Lights - All/Out,11500 S HARVARD AVE,60628,1176015.6949836,1828667.65181156,34,5,53,41.685220552938496,-87.63127812806057,"{'latitude': '41.685220552938496', 'longitude': '-87.63127812806057', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00003793,Street Lights - All/Out,1600 S CARPENTER ST,60608,1169460.87009595,1892238.85638449,25,12,31,41.85981191837686,-87.6534339591533,"{'latitude': '41.85981191837686', 'longitude': '-87.6534339591533', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004167,Street Lights - All/Out,1123 W 17TH ST,60608,1169277.3108752,1891902.1500231,25,12,31,41.85889195516001,-87.65411752724089,"{'latitude': '41.85889195516001', 'longitude': '-87.65411752724089', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004414,Street Lights - All/Out,7900 S ST LOUIS AVE,60652,1154422.0000137,1851970.97079265,18,8,70,41.74962478879661,-87.70971004685173,"{'latitude': '41.74962478879661', 'longitude': '-87.70971004685173', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004416,Street Lights - All/Out,4857 S DAMEN AVE,60609,1163842.69089743,1872454.11718682,20,9,61,41.805640718276415,-87.67461356294375,"{'latitude': '41.805640718276415', 'longitude': '-87.67461356294375', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004417,Street Lights - All/Out,7100 S HAMLIN AVE,60629,1152259.85590542,1857254.14413351,13,8,65,41.76416542439904,-87.71749454898149,"{'latitude': '41.76416542439904', 'longitude': '-87.71749454898149', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004421,Street Lights - All/Out,1119 W 17TH ST,60608,1169310.8108752,1891903.0500231,25,12,31,41.85889369754547,-87.65399453446362,"{'latitude': '41.85889369754547', 'longitude': '-87.65399453446362', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004423,Street Lights - All/Out,4400 S ARCHER AVE,60632,1155502.40159033,1875273.53800954,14,8,58,41.81354892394865,-87.70512712339968,"{'latitude': '41.81354892394865', 'longitude': '-87.70512712339968', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004429,Street Lights - All/Out,11500 S HARVARD AVE,60628,1176015.6949836,1828667.65181156,34,5,53,41.685220552938496,-87.63127812806057,"{'latitude': '41.685220552938496', 'longitude': '-87.63127812806057', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004454,Street Lights - All/Out,1117 W 17TH ST,60608,1169327.5108752,1891903.4500231,25,12,31,41.85889443257037,-87.65393322305773,"{'latitude': '41.85889443257037', 'longitude': '-87.65393322305773', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004458,Street Lights - All/Out,8000 S TRUMBULL AVE,60652,1154773.56278707,1851337.62126702,18,8,70,41.74787977345524,-87.7084386164707,"{'latitude': '41.74787977345524', 'longitude': '-87.7084386164707', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004460,Street Lights - All/Out,1700 S CARPENTER ST,60608,1169469.8108752,1891907.1500231,25,12,31,41.85890149457892,-87.65341078262198,"{'latitude': '41.85890149457892', 'longitude': '-87.65341078262198', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004492,Street Lights - All/Out,2400 N CENTRAL PARK AVE,60647,1151976.8698299,1915718.11953233,35,25,22,41.92460339204741,-87.71699394659004,"{'latitude': '41.92460339204741', 'longitude': '-87.71699394659004', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004504,Street Lights - All/Out,7941 S ST LOUIS AVE,60652,1154432.50517835,1851608.50986956,18,8,70,41.74862992701075,-87.70968117828619,"{'latitude': '41.74862992701075', 'longitude': '-87.70968117828619', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004508,Street Lights - All/Out,2830 N CENTRAL PARK AVE,60618,1151895.5891919,1918714.90486823,30,25,21,41.932828424158245,-87.71721348289819,"{'latitude': '41.932828424158245', 'longitude': '-87.71721348289819', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004517,Street Lights - All/Out,7234 S HAMLIN AVE,60629,1152286.9944787,1856365.83832037,13,8,65,41.76172723513478,-87.71741839099414,"{'latitude': '41.76172723513478', 'longitude': '-87.71741839099414', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004519,Street Lights - All/Out,3000 N CENTRAL PARK AVE,60618,1151872.04119265,1919539.37719856,35,25,21,41.93509130738887,-87.71727824836621,"{'latitude': '41.93509130738887', 'longitude': '-87.71727824836621', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004528,Street Lights - All/Out,6100 S NEENAH AVE,60638,1133786.20012363,1863368.71729149,23,8,64,41.78128797742718,-87.78506353997425,"{'latitude': '41.78128797742718', 'longitude': '-87.78506353997425', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004533,Street Lights - All/Out,6300 S FRANCISCO AVE,60629,1158130.21639938,1862732.11912222,15,8,66,41.779080449336604,-87.69582922319402,"{'latitude': '41.779080449336604', 'longitude': '-87.69582922319402', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004537,Street Lights - All/Out,7415 W CLARENCE AVE,60631,1125881.3530843,1941014.48860283,41,16,10,41.99449417848899,-87.81231678779828,"{'latitude': '41.99449417848899', 'longitude': '-87.81231678779828', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004539,Street Lights - All/Out,7800 S GREEN ST,60620,1171988.76481334,1853131.93988872,17,6,71,41.752443215877435,-87.64530399097917,"{'latitude': '41.752443215877435', 'longitude': '-87.64530399097917', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004546,Street Lights - All/Out,1100 W 17TH ST,60608,1169469.8108752,1891907.1500231,25,12,31,41.85890149457892,-87.65341078262198,"{'latitude': '41.85890149457892', 'longitude': '-87.65341078262198', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004560,Street Lights - All/Out,1740 W TAYLOR ST,60612,1164828.34010604,1895625.62659049,2,12,28,41.869204925919995,-87.67034261272369,"{'latitude': '41.869204925919995', 'longitude': '-87.67034261272369', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004575,Street Lights - All/Out,11000 S PARNELL AVE,60628,1174591.67992176,1831946.35519841,34,22,49,41.69424954551084,-87.63639397493611,"{'latitude': '41.69424954551084', 'longitude': '-87.63639397493611', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004601,Street Lights - All/Out,8011 S ST LOUIS AVE,60652,1154444.65391268,1851202.49890458,18,8,70,41.74751552379684,-87.70964744452559,"{'latitude': '41.74751552379684', 'longitude': '-87.70964744452559', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004634,Street Lights - All/Out,4700 S DAMEN AVE,60609,1163814.7198824,1873499.54368056,12,9,61,41.808510081370024,-87.67468676618932,"{'latitude': '41.808510081370024', 'longitude': '-87.67468676618932', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004660,Street Lights - All/Out,6300 S RICHMOND ST,60629,1157798.17138933,1862723.09822735,15,8,66,41.77906244325955,-87.69704678559401,"{'latitude': '41.77906244325955', 'longitude': '-87.69704678559401', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004689,Street Lights - All/Out,2400 N CENTRAL PARK AVE,60647,1151976.8698299,1915718.11953233,35,25,22,41.92460339204741,-87.71699394659004,"{'latitude': '41.92460339204741', 'longitude': '-87.71699394659004', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004696,Street Lights - All/Out,7100 S HAMLIN AVE,60629,1152259.85590542,1857254.14413351,13,8,65,41.76416542439904,-87.71749454898149,"{'latitude': '41.76416542439904', 'longitude': '-87.71749454898149', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004718,Street Lights - All/Out,11232 S AVENUE L,60617,1201886.53870659,1831093.94759436,10,4,52,41.69126097270946,-87.53649097151666,"{'latitude': '41.69126097270946', 'longitude': '-87.53649097151666', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004723,Street Lights - All/Out,7900 S ST LOUIS AVE,60652,1154422.0000137,1851970.97079265,18,8,70,41.74962478879661,-87.70971004685173,"{'latitude': '41.74962478879661', 'longitude': '-87.70971004685173', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004726,Street Lights - All/Out,1100 W 17TH ST,60608,1169469.8108752,1891907.1500231,25,12,31,41.85890149457892,-87.65341078262198,"{'latitude': '41.85890149457892', 'longitude': '-87.65341078262198', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004738,Street Lights - All/Out,9100 S BURLEY AVE,60617,1199250.5644323,1845238.05266945,10,4,46,41.730140140691134,-87.54566761670884,"{'latitude': '41.730140140691134', 'longitude': '-87.54566761670884', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004744,Street Lights - All/Out,7945 S TRUMBULL AVE,60652,1154763.05012442,1851688.055432,18,8,70,41.748841632287345,-87.70846781318089,"{'latitude': '41.748841632287345', 'longitude': '-87.70846781318089', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004746,Street Lights - All/Out,4700 N KENTON AVE,60630,1144854.69456832,1930847.56380234,45,17,16,41.96625741925516,-87.742781135539,"{'latitude': '41.96625741925516', 'longitude': '-87.742781135539', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004751,Street Lights - All/Out,7800 S GREEN ST,60620,1171988.76481334,1853131.93988872,17,6,71,41.752443215877435,-87.64530399097917,"{'latitude': '41.752443215877435', 'longitude': '-87.64530399097917', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004754,Street Lights - All/Out,1600 S MILLARD AVE,60623,1152303.35937621,1891798.41852205,24,10,29,41.85895887852716,-87.71642619354607,"{'latitude': '41.85895887852716', 'longitude': '-87.71642619354607', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004756,Street Lights - All/Out,1701 S CARPENTER ST,60608,1169469.9108752,1891903.8500231,25,12,31,41.858892436934,-87.65341051148286,"{'latitude': '41.858892436934', 'longitude': '-87.65341051148286', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004803,Street Lights - All/Out,1600 S MILLARD AVE,60623,1152303.35937621,1891798.41852205,24,10,29,41.85895887852716,-87.71642619354607,"{'latitude': '41.85895887852716', 'longitude': '-87.71642619354607', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004810,Street Lights - All/Out,8052 S ST LOUIS AVE,60652,1154454.21727503,1850889.68988938,18,8,70,41.746656933499736,-87.70962070972274,"{'latitude': '41.746656933499736', 'longitude': '-87.70962070972274', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004811,Street Lights - All/Out,11200 S AVENUE M,60617,1201555.51177527,1831306.54041797,10,4,52,41.691852743446965,-87.53769567353743,"{'latitude': '41.691852743446965', 'longitude': '-87.53769567353743', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004817,Street Lights - All/Out,1199 W 17TH ST,60608,1168641.39848207,1891885.610012,25,12,31,41.858860348744905,-87.65645221596816,"{'latitude': '41.858860348744905', 'longitude': '-87.65645221596816', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004826,Street Lights - All/Out,8000 S ST LOUIS AVE,60652,1154440.85391268,1851328.79890458,18,8,70,41.747862187595906,-87.70965801448918,"{'latitude': '41.747862187595906', 'longitude': '-87.70965801448918', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004847,Street Lights - All/Out,1612 S CARPENTER ST,60608,1169461.97009595,1892198.65638449,25,12,31,41.85970158237792,-87.65343108993314,"{'latitude': '41.85970158237792', 'longitude': '-87.65343108993314', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004859,Street Lights - All/Out,1826 S MILLARD AVE,60623,1152328.34402582,1890899.67696924,24,10,29,41.85649213378632,-87.71635818835117,"{'latitude': '41.85649213378632', 'longitude': '-87.71635818835117', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004866,Street Lights - All/Out,1900 S MILLARD AVE,60623,1152344.35597895,1890357.26608833,24,10,29,41.855003378556226,-87.71631372255136,"{'latitude': '41.855003378556226', 'longitude': '-87.71631372255136', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004871,Street Lights - All/Out,4700 S DAMEN AVE,60609,1163814.7198824,1873499.54368056,12,9,61,41.808510081370024,-87.67468676618932,"{'latitude': '41.808510081370024', 'longitude': '-87.67468676618932', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004879,Street Lights - All/Out,7800 S GREEN ST,60620,1171988.76481334,1853131.93988872,17,6,71,41.752443215877435,-87.64530399097917,"{'latitude': '41.752443215877435', 'longitude': '-87.64530399097917', 'needs_recoding': False}"
2011-01-02T00:00:00,Completed - Dup,2011-01-04T00:00:00,11-00004880,Street Lights - All/Out,6341 S FRANCISCO AVE,60629,1158136.81639938,1862456.91912222,15,8,66,41.7783251265779,-87.6958125065175,"{'latitude': '41.7783251265779', 'longitude': '-87.6958125065175', 'needs_recoding': False}"
