Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2010-06-16T00:00:00,Completed,2012-10-31T00:00:00,10-00870974,Tree Trim,Alley,4505 N ST LOUIS AVE,60625,1152243.19140722,1929718.43758376,33,17,14,41.96301606591605,-87.71564465177882,"{'latitude': '41.96301606591605', 'longitude': '-87.71564465177882', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-11-01T00:00:00,10-00869689,Tree Trim,Parkway,10800 S RIDGEWAY AVE,60655,1153268.26812053,1832728.65867534,19,22,74,41.69684328094672,-87.71444477333755,"{'latitude': '41.69684328094672', 'longitude': '-87.71444477333755', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-11-09T00:00:00,10-00870338,Tree Trim,Parkway,6321 S ARTESIAN AVE,60629,1161125.06527829,1862672.31449598,15,8,66,41.77885488638019,-87.68485141254482,"{'latitude': '41.77885488638019', 'longitude': '-87.68485141254482', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-11-13T00:00:00,10-00869757,Tree Trim,Parkway,4817 W DAKIN ST,60641,1143543.55688979,1925813.50993131,45,16,15,41.952468248923076,-87.7477285074165,"{'latitude': '41.952468248923076', 'longitude': '-87.7477285074165', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-11-18T00:00:00,10-00868011,Tree Trim,Parkway,9246 S ELIZABETH ST,60620,1169616.73999597,1843459.09096832,21,22,73,41.72595128711385,-87.65427614664112,"{'latitude': '41.72595128711385', 'longitude': '-87.65427614664112', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-11-23T00:00:00,10-00865233,Tree Trim,Parkway,11252 S ABERDEEN ST,60643,1171005.77000557,1830080.17058105,34,22,75,41.689207306396916,-87.64957717308435,"{'latitude': '41.689207306396916', 'longitude': '-87.64957717308435', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-11-23T00:00:00,10-00866610,Tree Trim,Parkway,4026 N KILDARE AVE,60641,1146879.57061155,1926408.43668214,38,17,16,41.954037570374815,-87.73544982865491,"{'latitude': '41.954037570374815', 'longitude': '-87.73544982865491', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-11-28T00:00:00,10-00865456,Tree Trim,Parkway,9910 S CALHOUN AVE,60617,1194781.37759892,1839753.51193422,7,4,51,41.71520111701341,-87.56221923713623,"{'latitude': '41.71520111701341', 'longitude': '-87.56221923713623', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-12-09T00:00:00,10-00869789,Tree Trim,Parkway,1011 W AINSLIE ST,60640,1168624.05733344,1932960.94001225,46,20,3,41.97157376238506,-87.65532393307355,"{'latitude': '41.97157376238506', 'longitude': '-87.65532393307355', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-12-12T00:00:00,10-00864826,Tree Trim,Parkway,4200 N GREENVIEW AVE,60613,1165313.05351416,1927978.00096957,47,19,6,41.957971639031385,-87.66764123448544,"{'latitude': '41.957971639031385', 'longitude': '-87.66764123448544', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-12-12T00:00:00,10-00865094,Tree Trim,Parkway,6409 N TAHOMA AVE,60646,1139635.73419762,1942451.93731563,41,16,12,41.99819785469524,-87.7616858364532,"{'latitude': '41.99819785469524', 'longitude': '-87.7616858364532', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-12-13T00:00:00,10-00870121,Tree Trim,Parkway,2038 W HUTCHINSON ST,60618,1161934.59000431,1928216.84996739,47,19,5,41.958698398142985,-87.6800549312328,"{'latitude': '41.958698398142985', 'longitude': '-87.6800549312328', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-12-13T00:00:00,10-00870873,Tree Trim,Parkway,2119 W MONTROSE AVE,60618,1161351.43009268,1929201.93632487,47,19,5,41.96141370361728,-87.68217133317083,"{'latitude': '41.96141370361728', 'longitude': '-87.68217133317083', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-12-15T00:00:00,10-00869759,Tree Trim,Parkway,5800 N KILBOURN AVE,60646,1145377.02988327,1937779.79257421,39,17,12,41.98527006502557,-87.74068424048187,"{'latitude': '41.98527006502557', 'longitude': '-87.74068424048187', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2012-12-18T00:00:00,10-00867215,Tree Trim,Parkway,3953 W BERTEAU AVE,60618,1149194.78429538,1927617.8226839,39,17,16,41.9573115793238,-87.72690728546256,"{'latitude': '41.9573115793238', 'longitude': '-87.72690728546256', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-12-27T00:00:00,10-00868816,Tree Trim,Parkway,2511 N MENARD AVE,60639,1137297.40030535,1916101.57331514,30,25,19,41.925932496505894,-87.77092414958058,"{'latitude': '41.925932496505894', 'longitude': '-87.77092414958058', 'needs_recoding': False}"
2010-06-16T00:00:00,Completed,2011-12-29T00:00:00,10-00868465,Tree Trim,Parkway,9432 S INDIANA AVE,60619,1179250.70401007,1842478.18173093,6,6,49,41.72304557996877,-87.61901627213216,"{'latitude': '41.72304557996877', 'longitude': '-87.61901627213216', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-01-03T00:00:00,11-02972973,Tree Trim,Parkway,1200 W AINSLIE ST,60640,1167424.45997978,1932909.44000833,48,20,3,41.97145841128506,-87.65973647534646,"{'latitude': '41.97145841128506', 'longitude': '-87.65973647534646', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-01-03T00:00:00,11-02988135,Tree Trim,Parkway,9600 S LA SALLE ST,60628,1176969.27539297,1841297.56938919,21,5,49,41.71985746686066,-87.62740833573994,"{'latitude': '41.71985746686066', 'longitude': '-87.62740833573994', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-01-13T00:00:00,11-02982509,Tree Trim,Parkway,6200 S MEADE AVE,60638,1136806.18330599,1862791.89467485,23,8,64,41.77965169696784,-87.77400512557293,"{'latitude': '41.77965169696784', 'longitude': '-87.77400512557293', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-01-19T00:00:00,11-02983770,Tree Trim,Parkway,3427 W 38TH PL,60632,1154149.29547377,1878859.88526582,12,9,58,41.8234173731276,-87.7099950152708,"{'latitude': '41.8234173731276', 'longitude': '-87.7099950152708', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2013-01-23T00:00:00,11-03001623,Tree Trim,Parkway,3355 N RUTHERFORD AVE,60634,1130823.28252752,1921559.21577643,36,16,17,41.941022974143856,-87.79458778256149,"{'latitude': '41.941022974143856', 'longitude': '-87.79458778256149', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-01T00:00:00,11-02988238,Tree Trim,Parkway,5853 S NATCHEZ AVE,60638,1134063.06132848,1865022.63700658,23,8,56,41.78582179163233,-87.78400974336307,"{'latitude': '41.78582179163233', 'longitude': '-87.78400974336307', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-01T00:00:00,11-02990104,Tree Trim,Parkway,2610 W 83RD ST,60652,1160345.20000784,1849501.85072658,18,8,70,41.742729280308254,-87.68807265970321,"{'latitude': '41.742729280308254', 'longitude': '-87.68807265970321', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-01T00:00:00,11-02991761,Tree Trim,Parkway,7207 S SPAULDING AVE,60629,1155617.53782726,1856633.68732825,18,8,66,41.76239616750597,-87.7052043048615,"{'latitude': '41.76239616750597', 'longitude': '-87.7052043048615', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-01T00:00:00,11-02993591,Tree Trim,Parkway,5356 S NAGLE AVE,60638,1134287.46341711,1868369.44246858,23,8,56,41.79500209793084,-87.78310842416802,"{'latitude': '41.79500209793084', 'longitude': '-87.78310842416802', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-02T00:00:00,11-02995888,Tree Trim,Parkway,7715 S LAFLIN ST,60620,1167453.63420737,1853569.23170793,17,6,71,41.753741524721605,-87.6619108227369,"{'latitude': '41.753741524721605', 'longitude': '-87.6619108227369', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-10T00:00:00,11-02994561,Tree Trim,Parkway,10231 S LAFAYETTE AVE,60628,1177726.77891105,1837128.39499275,9,5,49,41.70839961101412,-87.62475949589151,"{'latitude': '41.70839961101412', 'longitude': '-87.62475949589151', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-15T00:00:00,11-03003045,Tree Trim,Parkway,5813 N WAYNE AVE,60660,1166423.02716586,1938612.95558829,48,20,77,41.98713057773549,-87.66325478951343,"{'latitude': '41.98713057773549', 'longitude': '-87.66325478951343', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2013-02-21T00:00:00,11-02989068,Tree Trim,Parkway,116 S SPRINGFIELD AVE,60624,1150405.53330168,1899377.12606824,28,11,26,41.87979293221851,-87.72319480958643,"{'latitude': '41.87979293221851', 'longitude': '-87.72319480958643', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-02-28T00:00:00,11-02993202,Tree Trim,Parkway,7633 N GREENVIEW AVE,60626,1164974.16690457,1950563.77986982,49,24,1,42.01995487798463,-87.66824226400198,"{'latitude': '42.01995487798463', 'longitude': '-87.66824226400198', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2013-02-28T00:00:00,11-03002458,Tree Trim,Parkway,3748 S HERMITAGE AVE,60609,1165299.42689993,1879855.87037492,11,9,59,41.825921195933624,-87.66906095907046,"{'latitude': '41.825921195933624', 'longitude': '-87.66906095907046', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-03-23T00:00:00,11-02989399,Tree Trim,Parkway,5111 W GLADYS AVE,60644,1142148.56023319,1897854.50781633,28,15,25,41.87577175390543,-87.75355141045377,"{'latitude': '41.87577175390543', 'longitude': '-87.75355141045377', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-04-06T00:00:00,11-02991765,Tree Trim,Parkway,7721 S MORGAN ST,60620,1170982.21119987,1853627.10193114,17,6,71,41.75382403437306,-87.64897814397438,"{'latitude': '41.75382403437306', 'longitude': '-87.64897814397438', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-05-02T00:00:00,11-03001379,Tree Trim,,8931 S OAKLEY AVE,60620,1162603.04000023,1845141.96997006,19,22,72,41.73071833194209,-87.6799211193073,"{'latitude': '41.73071833194209', 'longitude': '-87.6799211193073', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-05-17T00:00:00,11-02990347,Tree Trim,Parkway,9825 S WINSTON AVE,60643,1168494.70360912,1839597.01222347,21,22,73,41.71537737358721,-87.65849714103234,"{'latitude': '41.71537737358721', 'longitude': '-87.65849714103234', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-05-18T00:00:00,11-02995825,Tree Trim,Parkway,7710 S LAFLIN ST,60620,1167452.73420737,1853602.73170793,17,6,71,41.753833472604214,-87.66191316285268,"{'latitude': '41.753833472604214', 'longitude': '-87.66191316285268', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-06-27T00:00:00,11-02996023,Tree Trim,Parkway,9224 S MERRILL AVE,60617,1192116.09007607,1844227.81827478,7,4,48,41.727544146259966,-87.57183561105201,"{'latitude': '41.727544146259966', 'longitude': '-87.57183561105201', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-18T00:00:00,11-02989075,Tree Trim,Parkway,3333 N ODELL AVE,60634,1126507.17337856,1921275.61801899,36,16,17,41.94031808732643,-87.81045780687684,"{'latitude': '41.94031808732643', 'longitude': '-87.81045780687684', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-22T00:00:00,11-03001686,Tree Trim,Parkway,8521 S BENNETT AVE,60617,1190336.8571819,1848851.69009544,8,4,45,41.74027550746688,-87.57820450773353,"{'latitude': '41.74027550746688', 'longitude': '-87.57820450773353', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-23T00:00:00,11-02988554,Tree Trim,Parkway,10427 S CLAREMONT AVE,60643,1162564.0991089,1835428.22240205,19,22,72,41.704063015417674,-87.6803336692543,"{'latitude': '41.704063015417674', 'longitude': '-87.6803336692543', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-08-25T00:00:00,11-02990947,Tree Trim,Parkway,1740 W COLUMBIA AVE,60626,1163423.90571814,1944878.17991209,49,24,1,42.00438638964077,-87.67410820551356,"{'latitude': '42.00438638964077', 'longitude': '-87.67410820551356', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-01T00:00:00,11-02982628,Tree Trim,Parkway,1134 E 91ST ST,60619,1185477.6911806,1844874.53491367,8,4,47,41.729477389538665,-87.59613249576441,"{'latitude': '41.729477389538665', 'longitude': '-87.59613249576441', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-07T00:00:00,11-02989593,Tree Trim,,9154 S OGLESBY AVE,60617,1193431.24980066,1844725.94431539,7,4,48,41.728879022479795,-87.5670018169283,"{'latitude': '41.728879022479795', 'longitude': '-87.5670018169283', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-07T00:00:00,11-02989652,Tree Trim,,9154 S OGLESBY AVE,60617,1193431.24980066,1844725.94431539,7,4,48,41.728879022479795,-87.5670018169283,"{'latitude': '41.728879022479795', 'longitude': '-87.5670018169283', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-09-19T00:00:00,11-02991288,Tree Trim,,2430 W CHICAGO AVE,60622,1160058.07890857,1905257.3834012,1,13,24,41.89573509942013,-87.68758939852549,"{'latitude': '41.89573509942013', 'longitude': '-87.68758939852549', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-09-26T00:00:00,11-02997330,Tree Trim,Parkway,5800 S KEELER AVE,60629,1149359.30362045,1865812.08913374,13,8,62,41.787706308663665,-87.72790509631619,"{'latitude': '41.787706308663665', 'longitude': '-87.72790509631619', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-09-27T00:00:00,11-02975790,Tree Trim,Parkway,4115 W 58TH PL,60629,1149934.66779448,1865492.43207626,13,8,62,41.78681798258176,-87.7258037279737,"{'latitude': '41.78681798258176', 'longitude': '-87.7258037279737', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-10-02T00:00:00,11-03004903,Tree Trim,Parkway,8348 S ESSEX AVE,60617,1194290.19019976,1850102.57126573,7,4,46,41.74361192563081,-87.56367924315107,"{'latitude': '41.74361192563081', 'longitude': '-87.56367924315107', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-10-09T00:00:00,11-02988630,Tree Trim,Parkway,4406 W IOWA ST,60651,1146834.73926679,1905632.01319214,37,11,23,41.897025958105786,-87.73614656225078,"{'latitude': '41.897025958105786', 'longitude': '-87.73614656225078', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-13T00:00:00,11-02990052,Tree Trim,Parkway,2556 E 97TH PL,60617,1194928.75777225,1840818.54992102,7,4,51,41.71812005880142,-87.56164451295375,"{'latitude': '41.71812005880142', 'longitude': '-87.56164451295375', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-17T00:00:00,11-03001355,Tree Trim,Parkway,2404 S DRAKE AVE,60623,1153082.35718592,1887800.01756684,22,10,30,41.84797140049385,-87.71367264607285,"{'latitude': '41.84797140049385', 'longitude': '-87.71367264607285', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-24T00:00:00,11-03004204,Tree Trim,Parkway,4408 S LAKE PARK AVE,60653,1184854.65607127,1876012.26032528,4,21,39,41.814936762917434,-87.59743880615906,"{'latitude': '41.814936762917434', 'longitude': '-87.59743880615906', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-10-24T00:00:00,11-02989493,Tree Trim,,11235 S PEORIA ST,60643,1172326.8223217,1830330.12310573,34,22,75,41.68986433941312,-87.64473351473812,"{'latitude': '41.68986433941312', 'longitude': '-87.64473351473812', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-10-25T00:00:00,11-02986860,Tree Trim,Parkway,2747 S SAWYER AVE,60623,1155140.94378938,1885571.01500733,22,10,30,41.84181374472002,-87.7061772459097,"{'latitude': '41.84181374472002', 'longitude': '-87.7061772459097', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-10-30T00:00:00,11-02996038,Tree Trim,Parkway,6608 W SCHOOL ST,60634,1131694.69762317,1921101.32989039,36,16,17,41.93975140995735,-87.79139558185977,"{'latitude': '41.93975140995735', 'longitude': '-87.79139558185977', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-08T00:00:00,11-03011478,Tree Trim,,5859 S NEWLAND AVE,60638,1131068.52998514,1864899.95797089,23,8,56,41.78553711280989,-87.79499221642614,"{'latitude': '41.78553711280989', 'longitude': '-87.79499221642614', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-10T00:00:00,11-02987749,Tree Trim,,6548 N SEELEY AVE,60645,1161441.01056967,1943435.75322991,50,24,2,42.00046999233904,-87.68144371261953,"{'latitude': '42.00046999233904', 'longitude': '-87.68144371261953', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-10T00:00:00,11-03001538,Tree Trim,Parkway,8501 S MARYLAND AVE,60619,1183375.62559736,1848791.01271979,8,6,44,41.74027379080445,-87.6037112153996,"{'latitude': '41.74027379080445', 'longitude': '-87.6037112153996', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-14T00:00:00,11-02989178,Tree Trim,,6048 W 63RD PL,60638,1137184.18182477,1861807.09013148,13,8,64,41.776942457770225,-87.77264284572945,"{'latitude': '41.776942457770225', 'longitude': '-87.77264284572945', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-17T00:00:00,11-02996055,Tree Trim,Parkway,3118 S GILES AVE,60616,1178777.4500152,1884388.68001621,2,21,35,41.83806296215211,-87.61947532115195,"{'latitude': '41.83806296215211', 'longitude': '-87.61947532115195', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-11-18T00:00:00,11-02997865,Tree Trim,Parkway,816 W AGATITE AVE,60640,1170008.38099647,1929753.41997859,46,23,3,41.96274205964109,-87.65032765024458,"{'latitude': '41.96274205964109', 'longitude': '-87.65032765024458', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-11-26T00:00:00,11-02991757,Tree Trim,Parkway,4508 N MONTICELLO AVE,60625,1151244.41957016,1929712.94538271,33,17,14,41.963020693364555,-87.71931694370708,"{'latitude': '41.963020693364555', 'longitude': '-87.71931694370708', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-11-26T00:00:00,11-03001252,Tree Trim,Parkway,4323 N CENTRAL PARK AVE,60618,1151613.01306673,1928495.49318617,33,17,16,41.95967266545057,-87.71799389360875,"{'latitude': '41.95967266545057', 'longitude': '-87.71799389360875', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-12-04T00:00:00,11-03000155,Tree Trim,Parkway,6549 N DAMEN AVE,60645,1161769.97462749,1943551.50018306,50,24,2,42.00078072637899,-87.68023027460154,"{'latitude': '42.00078072637899', 'longitude': '-87.68023027460154', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2012-12-05T00:00:00,11-03000702,Tree Trim,Parkway,6547 N OSHKOSH AVE,60631,1123564.63052874,1942892.39071948,41,16,9,41.99968569214983,-87.82079759103829,"{'latitude': '41.99968569214983', 'longitude': '-87.82079759103829', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-07T00:00:00,11-02987270,Tree Trim,Parkway,1518 W HOOD AVE,60660,1165078.93528376,1940935.00101056,40,24,77,41.99353108459256,-87.66813203858534,"{'latitude': '41.99353108459256', 'longitude': '-87.66813203858534', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-13T00:00:00,11-02987726,Tree Trim,,2704 S SPRINGFIELD AVE,60623,1150812.28020795,1885742.5837749,22,10,30,41.84237018964547,-87.72205773027345,"{'latitude': '41.84237018964547', 'longitude': '-87.72205773027345', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-19T00:00:00,11-02975784,Tree Trim,Parkway,10501 S ALBANY AVE,60655,1157508.38170684,1834833.24851521,19,22,74,41.70253400632567,-87.69886302913166,"{'latitude': '41.70253400632567', 'longitude': '-87.69886302913166', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed - Dup,2011-12-28T00:00:00,11-02991158,Tree Trim,Parkway,9807 S WOODLAWN AVE,60628,1185932.84597121,1840189.13162823,8,5,50,41.71660940644557,-87.59461244794487,"{'latitude': '41.71660940644557', 'longitude': '-87.59461244794487', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-04T00:00:00,11-03011510,Tree Trim,,5625 S MOODY AVE,60638,1136337.28422261,1866622.4225893,23,8,56,41.79017171636433,-87.77563311894576,"{'latitude': '41.79017171636433', 'longitude': '-87.77563311894576', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2013-01-07T00:00:00,11-03001653,Tree Trim,Parkway,8140 S JUSTINE ST,60620,1167420.40567744,1850746.9546276,21,6,71,41.74599751413206,-87.66211327849369,"{'latitude': '41.74599751413206', 'longitude': '-87.66211327849369', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2013-01-08T00:00:00,11-03003093,Tree Trim,,8221 S RICHMOND ST,60652,1158142.07407082,1849962.21988068,18,8,70,41.74403765701806,-87.69613253730984,"{'latitude': '41.74403765701806', 'longitude': '-87.69613253730984', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-10T00:00:00,11-02983199,Tree Trim,Parkway,10809 S INDIANA AVE,60628,1179496.76969675,1833335.90788182,9,5,49,41.697952358479775,-87.61839300415899,"{'latitude': '41.697952358479775', 'longitude': '-87.61839300415899', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-11T00:00:00,11-03005594,Tree Trim,,1734 N NEW ENGLAND AVE,60707,1130157.57652766,1910773.07343366,36,25,25,41.91143592432359,-87.79728238604017,"{'latitude': '41.91143592432359', 'longitude': '-87.79728238604017', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2013-01-15T00:00:00,11-03005868,Tree Trim,Parkway,5033 W IRVING PARK RD,60641,1141966.16000264,1926121.50078084,45,16,15,41.95334283363538,-87.75351948334922,"{'latitude': '41.95334283363538', 'longitude': '-87.75351948334922', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-17T00:00:00,11-02989104,Tree Trim,Parkway,7739 W RASCHER AVE,60656,1123740.23001739,1935258.3332789,41,16,10,41.978734164240066,-87.82031981922859,"{'latitude': '41.978734164240066', 'longitude': '-87.82031981922859', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-17T00:00:00,11-02990716,Tree Trim,Parkway,5944 N MARKHAM AVE,60646,1136316.33288672,1939259.75436658,45,16,11,41.98949840869747,-87.77397369570627,"{'latitude': '41.98949840869747', 'longitude': '-87.77397369570627', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-17T00:00:00,11-02997525,Tree Trim,Parkway,2557 W 116TH PL,60655,1161371.07772342,1827294.19991091,19,22,75,41.681766539651164,-87.68492654626078,"{'latitude': '41.681766539651164', 'longitude': '-87.68492654626078', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-17T00:00:00,11-03000156,Tree Trim,Parkway,6921 S INDIANA AVE,60637,1178791.16442704,1859088.91010831,6,3,69,41.768637819069276,-87.62019525880778,"{'latitude': '41.768637819069276', 'longitude': '-87.62019525880778', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-18T00:00:00,11-02996019,Tree Trim,Parkway,5436 W MONROE ST,60644,1140263.42531244,1899130.60270911,29,15,25,41.87930825861032,-87.76044175764683,"{'latitude': '41.87930825861032', 'longitude': '-87.76044175764683', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-18T00:00:00,11-03000398,Tree Trim,Parkway,1446 W JARVIS AVE,60626,1165292.59580581,1949149.60300064,49,24,1,42.01606756140398,-87.66711098208128,"{'latitude': '42.01606756140398', 'longitude': '-87.66711098208128', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-19T00:00:00,11-03007410,Tree Trim,Parkway,5119 W STRONG ST,60630,1141355.43769869,1932432.56788982,45,16,11,41.97067226573396,-87.7556081566516,"{'latitude': '41.97067226573396', 'longitude': '-87.7556081566516', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-20T00:00:00,11-03000147,Tree Trim,Parkway,930 S OAKLEY BLVD,60612,1161194.67441314,1895836.61342552,25,12,28,41.869860130265664,-87.68367686460809,"{'latitude': '41.869860130265664', 'longitude': '-87.68367686460809', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-24T00:00:00,11-02995249,Tree Trim,Parkway,9901 S CLAREMONT AVE,60643,1162457.42668708,1838920.5598929,19,22,72,41.713648800437156,-87.68062735295523,"{'latitude': '41.713648800437156', 'longitude': '-87.68062735295523', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-25T00:00:00,11-02991892,Tree Trim,Parkway,4908 N NAGLE AVE,60630,1132553.06397938,1932264.70349424,41,16,10,41.97036994944166,-87.78797967164456,"{'latitude': '41.97036994944166', 'longitude': '-87.78797967164456', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-01-25T00:00:00,11-03001622,Tree Trim,Parkway,8718 S BENNETT AVE,60617,1190365.71800079,1847545.42548319,8,4,48,41.73669029850168,-87.57814076448923,"{'latitude': '41.73669029850168', 'longitude': '-87.57814076448923', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-02-08T00:00:00,11-02992329,Tree Trim,Parkway,100 N CICERO AVE,60644,1144369.62927425,1900072.34028359,28,15,25,41.881816296048946,-87.74534057151028,"{'latitude': '41.881816296048946', 'longitude': '-87.74534057151028', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-02-08T00:00:00,11-02994700,Tree Trim,Parkway,2735 W 23RD PL,60608,1158497.45361444,1888284.65378192,12,10,30,41.84919235382447,-87.69378569866305,"{'latitude': '41.84919235382447', 'longitude': '-87.69378569866305', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2013-02-11T00:00:00,11-02992190,Tree Trim,Parkway,8941 S ABERDEEN ST,60620,1170552.25238754,1845512.68031743,21,22,73,41.731566328095624,-87.65078965252299,"{'latitude': '41.731566328095624', 'longitude': '-87.65078965252299', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2012-02-24T00:00:00,11-02993686,Tree Trim,Parkway,707 S KENNETH AVE,60624,1146797.74003262,1896561.90002408,24,11,26,41.87213723618981,-87.73651413898511,"{'latitude': '41.87213723618981', 'longitude': '-87.73651413898511', 'needs_recoding': False}"
2011-06-16T00:00:00,Completed,2013-02-25T00:00:00,11-02989076,Tree Trim,Parkway,5024 N MCVICKER AVE,60630,1134866.16822998,1933034.33743193,45,16,11,41.972441177873485,-87.77945579660197,"{'latitude': '41.972441177873485', 'longitude': '-87.77945579660197', 'needs_recoding': False}"
