Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2013-01-05T00:00:00,Completed,2013-01-08T00:00:00,13-00019470,Sanitation Code Violation,Other,233 E PEARSON ST,60611,1178335.11008603,1906095.02709085,42,18,8,41.8976365367416,-87.6204369903525,"{'latitude': '41.8976365367416', 'longitude': '-87.6204369903525', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-08T00:00:00,13-00019519,Sanitation Code Violation,Garbage in alley,3161 N ORCHARD ST,60657,1171032.15207806,1921253.64818158,44,19,6,41.93939593933355,-87.6468139821731,"{'latitude': '41.93939593933355', 'longitude': '-87.6468139821731', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-08T00:00:00,13-00019788,Sanitation Code Violation,Garbage in alley,1538 S MILLARD AVE,60623,1152291.91062282,1892209.12689037,24,10,29,41.86008613579035,-87.71645738666086,"{'latitude': '41.86008613579035', 'longitude': '-87.71645738666086', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-08T00:00:00,13-00020232,Sanitation Code Violation,Garbage in yard,1724 W 89TH ST,60620,1166292.04416573,1845663.69057477,21,22,71,41.732072368904305,-87.66639218837656,"{'latitude': '41.732072368904305', 'longitude': '-87.66639218837656', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-10T00:00:00,13-00019406,Sanitation Code Violation,Other,5661 S NORMAL BLVD,60621,1173925.32191564,1867378.4430075,3,7,68,41.791494545215514,-87.63778513201918,"{'latitude': '41.791494545215514', 'longitude': '-87.63778513201918', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-11T00:00:00,13-00019595,Sanitation Code Violation,Garbage in yard,5235 W GLADYS AVE,60644,1141530.12303335,1897839.69370821,29,15,25,41.875742543209384,-87.75582248172255,"{'latitude': '41.875742543209384', 'longitude': '-87.75582248172255', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed - Dup,2011-01-20T00:00:00,11-00028476,Sanitation Code Violation,Garbage in alley,8401 S THROOP ST,60620,1169123.9167679,1849063.15129184,21,6,71,41.74134028909522,-87.65591982387576,"{'latitude': '41.74134028909522', 'longitude': '-87.65591982387576', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-06T00:00:00,11-00026206,Sanitation Code Violation,Garbage in alley,816 N LEAVITT ST,60622,1161593.4137983,1905302.49389212,32,13,24,41.89582703839332,-87.68194919836122,"{'latitude': '41.89582703839332', 'longitude': '-87.68194919836122', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-06T00:00:00,11-00026553,Sanitation Code Violation,Other,4880 N MARINE DR,60640,1170030.38710486,1932716.99987688,48,20,3,41.97087372686183,-87.65015986198671,"{'latitude': '41.97087372686183', 'longitude': '-87.65015986198671', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00025907,Sanitation Code Violation,Garbage in yard,7534 S ELLIS AVE,60619,1184196.9022215,1855260.65809004,8,6,69,41.75800802197873,-87.6005002987949,"{'latitude': '41.75800802197873', 'longitude': '-87.6005002987949', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00026214,Sanitation Code Violation,Garbage in alley,8700 S KIMBARK AVE,60619,1186309.85996997,1847555.74142711,8,4,48,41.73681530805351,-87.59299959248199,"{'latitude': '41.73681530805351', 'longitude': '-87.59299959248199', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00026265,Sanitation Code Violation,Garbage in alley,6915 S GREEN ST,60621,1171828.53880447,1858997.94971189,6,7,68,41.76854379579248,-87.64571932180658,"{'latitude': '41.76854379579248', 'longitude': '-87.64571932180658', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00026776,Sanitation Code Violation,Garbage in yard,2041 N KEDZIE AVE,60647,1154711.2057769,1913502.10301162,35,14,22,41.918468091158736,-87.70700623576808,"{'latitude': '41.918468091158736', 'longitude': '-87.70700623576808', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00027629,Sanitation Code Violation,Garbage in alley,116 W ELM ST,60610,1175201.91571883,1908070.64432187,42,18,8,41.90312859453731,-87.63188539520162,"{'latitude': '41.90312859453731', 'longitude': '-87.63188539520162', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00028106,Sanitation Code Violation,Garbage in yard,7836 S HERMITAGE AVE,60620,1166041.8246276,1852729.31653062,17,6,71,41.75146679713192,-87.66710845599758,"{'latitude': '41.75146679713192', 'longitude': '-87.66710845599758', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00028676,Sanitation Code Violation,Dumpster not being emptied,1714 W FARWELL AVE,60626,1163459.16997361,1945667.32578575,49,24,1,42.00655107940492,-87.67395610767983,"{'latitude': '42.00655107940492', 'longitude': '-87.67395610767983', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00029315,Sanitation Code Violation,,5723 W WASHINGTON BLVD,60644,1138042.73678425,1900165.2628995,29,15,25,41.88218789024693,-87.76857088655055,"{'latitude': '41.88218789024693', 'longitude': '-87.76857088655055', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00029768,Sanitation Code Violation,Other,3200 W BELMONT AVE,60618,1154467.53048546,1921103.20497119,35,17,21,41.93933099195787,-87.70769774553519,"{'latitude': '41.93933099195787', 'longitude': '-87.70769774553519', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00029858,Sanitation Code Violation,Dumpster not being emptied,1617 N WINCHESTER AVE,60622,1163102.4599213,1910777.26409192,32,14,24,41.910818640027664,-87.67625278926283,"{'latitude': '41.910818640027664', 'longitude': '-87.67625278926283', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00030044,Sanitation Code Violation,Other,8010 S ELLIS AVE,60619,1184283.91889464,1852097.5431784,8,6,44,41.74932607954725,-87.60028016829163,"{'latitude': '41.74932607954725', 'longitude': '-87.60028016829163', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00030052,Sanitation Code Violation,Garbage in alley,3916 W FULLERTON AVE,60647,1149981.56088699,1915671.68698485,30,25,22,41.924515097707065,-87.72432683990144,"{'latitude': '41.924515097707065', 'longitude': '-87.72432683990144', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00030817,Sanitation Code Violation,Garbage in alley,3216 W AUGUSTA BLVD,60651,1154758.7116709,1906477.68666641,26,11,23,41.8991915243685,-87.7070201415627,"{'latitude': '41.8991915243685', 'longitude': '-87.7070201415627', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00030903,Sanitation Code Violation,Garbage in yard,5537 S WINCHESTER AVE,60636,1164302.79989404,1867858.75200762,15,7,67,41.79302078677037,-87.67305552054702,"{'latitude': '41.79302078677037', 'longitude': '-87.67305552054702', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00030917,Sanitation Code Violation,Dog feces in yard,1365 W CRYSTAL ST,60642,1167067.02641046,1908490.30300623,32,14,24,41.90445880730409,-87.66175422408736,"{'latitude': '41.90445880730409', 'longitude': '-87.66175422408736', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00031508,Sanitation Code Violation,Garbage in alley,8830 S COMMERCIAL AVE,60617,1197676.13447723,1846996.24047457,10,4,46,41.73500414097418,-87.5513765883845,"{'latitude': '41.73500414097418', 'longitude': '-87.5513765883845', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00031617,Sanitation Code Violation,Other,3906 W 70TH ST,60629,1151533.7621088,1857898.70500904,13,8,65,41.76594843931488,-87.72013905093719,"{'latitude': '41.76594843931488', 'longitude': '-87.72013905093719', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-07T00:00:00,11-00031760,Sanitation Code Violation,Dumpster not being emptied,831 W WAVELAND AVE,60613,1170055.59222265,1924783.77351056,44,23,6,41.949104147817486,-87.650299703717,"{'latitude': '41.949104147817486', 'longitude': '-87.650299703717', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00028016,Sanitation Code Violation,Garbage in alley,1522 S TRUMBULL AVE,60623,1153616.23382211,1892346.60032467,24,10,29,41.860437164906834,-87.7115924635123,"{'latitude': '41.860437164906834', 'longitude': '-87.7115924635123', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00028460,Sanitation Code Violation,Garbage in yard,4210 W 24TH PL,60623,1148729.08052651,1887386.8160021,22,10,30,41.84692260870329,-87.72966014889562,"{'latitude': '41.84692260870329', 'longitude': '-87.72966014889562', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00028731,Sanitation Code Violation,,6741 S LOOMIS BLVD,60636,1168157.70292478,1860049.2985663,17,7,67,41.77150857552714,-87.65914453385646,"{'latitude': '41.77150857552714', 'longitude': '-87.65914453385646', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00030954,Sanitation Code Violation,Dog feces in yard,7340 S DAMEN AVE,60636,1164294.9422314,1855978.74720583,17,7,67,41.76042064028581,-87.67341862431313,"{'latitude': '41.76042064028581', 'longitude': '-87.67341862431313', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00031144,Sanitation Code Violation,Dumpster not being emptied,1199 S KARLOV AVE,60624,1149235.88767703,1894392.38100265,24,11,29,41.86613695332139,-87.72761878602601,"{'latitude': '41.86613695332139', 'longitude': '-87.72761878602601', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00031254,Sanitation Code Violation,Dumpster not being emptied,885 N MARSHFIELD AVE,60622,1165227.89999281,1906207.71993403,1,13,24,41.89823454954344,-87.66857479229047,"{'latitude': '41.89823454954344', 'longitude': '-87.66857479229047', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-10T00:00:00,11-00031358,Sanitation Code Violation,Garbage in alley,5956 W BYRON ST,60634,1135952.1955918,1925309.13738546,38,16,15,41.951223147862834,-87.77564709526385,"{'latitude': '41.951223147862834', 'longitude': '-87.77564709526385', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00026474,Sanitation Code Violation,Garbage in yard,4926 S MARSHFIELD AVE,60609,1166170.92118488,1872018.54923069,16,9,61,41.80439618612335,-87.66608691085088,"{'latitude': '41.80439618612335', 'longitude': '-87.66608691085088', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00026502,Sanitation Code Violation,Garbage in yard,2114 W 50TH PL,60609,1163130.73869069,1871161.99779532,16,9,61,41.80210992863972,-87.67726090770735,"{'latitude': '41.80210992863972', 'longitude': '-87.67726090770735', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00026528,Sanitation Code Violation,Garbage in yard,5022 S CARPENTER ST,60609,1170165.31990856,1871510.70191887,16,9,61,41.802916570982,-87.65145209002408,"{'latitude': '41.802916570982', 'longitude': '-87.65145209002408', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00026681,Sanitation Code Violation,Garbage in yard,6517 S PEORIA ST,60621,1171427.32851967,1861625.25397385,16,7,68,41.775762227367174,-87.64711311206004,"{'latitude': '41.775762227367174', 'longitude': '-87.64711311206004', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00026690,Sanitation Code Violation,Garbage in yard,6519 S PEORIA ST,60621,1171427.62851967,1861611.95397385,16,7,68,41.775725724020305,-87.64711240134481,"{'latitude': '41.775725724020305', 'longitude': '-87.64711240134481', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00027609,Sanitation Code Violation,Garbage in yard,5332 S HONORE ST,60609,1164921.78926743,1869331.30880218,16,9,61,41.797048595096875,-87.67074413045474,"{'latitude': '41.797048595096875', 'longitude': '-87.67074413045474', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00028565,Sanitation Code Violation,Garbage in alley,4730 S KOSTNER AVE,60632,1147823.36992036,1872902.70358949,23,8,57,41.80719359320091,-87.73335534979662,"{'latitude': '41.80719359320091', 'longitude': '-87.73335534979662', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00028681,Sanitation Code Violation,Garbage in alley,9117 S LAFLIN ST,60620,1167935.49000659,1844278.15957754,21,22,73,41.728235163391425,-87.66041123299384,"{'latitude': '41.728235163391425', 'longitude': '-87.66041123299384', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00029794,Sanitation Code Violation,Garbage in yard,9038 S BISHOP ST,60620,1168252.49110021,1844809.58769304,21,22,73,41.72968667437584,-87.65923474797175,"{'latitude': '41.72968667437584', 'longitude': '-87.65923474797175', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-11T00:00:00,11-00030284,Sanitation Code Violation,Garbage in alley,3056 N ELSTON AVE,60618,1158072.67017977,1920189.27681446,1,14,21,41.93675014789628,-87.69447285145843,"{'latitude': '41.93675014789628', 'longitude': '-87.69447285145843', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-12T00:00:00,11-00026448,Sanitation Code Violation,Garbage in yard,4933 S WOOD ST,60609,1165181.41062537,1871954.5771334,16,9,61,41.804241661558045,-87.66971779675967,"{'latitude': '41.804241661558045', 'longitude': '-87.66971779675967', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-12T00:00:00,11-00029469,Sanitation Code Violation,Garbage in yard,356 W 45TH ST,60609,1174606.52999906,1875060.41093138,3,9,37,41.812559475832735,-87.63505845429175,"{'latitude': '41.812559475832735', 'longitude': '-87.63505845429175', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-12T00:00:00,11-00029486,Sanitation Code Violation,Garbage in alley,4407 S SHIELDS AVE,60609,1174711.2361274,1875681.41991969,3,9,37,41.81426124716874,-87.63465587402956,"{'latitude': '41.81426124716874', 'longitude': '-87.63465587402956', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-13T00:00:00,11-00028685,Sanitation Code Violation,Garbage in alley,814 N KEELER AVE,60651,1148232.91000826,1905098.25929716,37,11,23,41.89553446004836,-87.73102500436217,"{'latitude': '41.89553446004836', 'longitude': '-87.73102500436217', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-14T00:00:00,11-00028283,Sanitation Code Violation,Garbage in alley,5048 W THOMAS ST,60651,1142408.01856746,1906849.9403223,37,15,25,41.9004514929837,-87.75237515208069,"{'latitude': '41.9004514929837', 'longitude': '-87.75237515208069', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-14T00:00:00,11-00031620,Sanitation Code Violation,Other,5407 W CRYSTAL ST,60651,1139999.41336626,1907797.6296682,37,25,25,41.903096482526934,-87.76119898144576,"{'latitude': '41.903096482526934', 'longitude': '-87.76119898144576', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-18T00:00:00,11-00028827,Sanitation Code Violation,Dumpster not being emptied,3522 W JACKSON BLVD,60624,1152917.55538864,1898462.83460939,28,11,27,41.877234643782415,-87.7139951738573,"{'latitude': '41.877234643782415', 'longitude': '-87.7139951738573', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-18T00:00:00,11-00028982,Sanitation Code Violation,Garbage in yard,4836 S BISHOP ST,60609,1167482.72456637,1872675.0525684,20,9,61,41.80616965884532,-87.66125699147747,"{'latitude': '41.80616965884532', 'longitude': '-87.66125699147747', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-18T00:00:00,11-00030252,Sanitation Code Violation,Dumpster not being emptied,240 E 35TH ST,60616,1178545.14270328,1881839.05452417,2,21,35,41.831071894049444,-87.62040540512159,"{'latitude': '41.831071894049444', 'longitude': '-87.62040540512159', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-18T00:00:00,11-00030561,Sanitation Code Violation,Garbage in yard,134 S SACRAMENTO BLVD,60612,1156411.2317003,1899133.5369249,28,11,27,41.87900522117612,-87.70114918964889,"{'latitude': '41.87900522117612', 'longitude': '-87.70114918964889', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-19T00:00:00,11-00027756,Sanitation Code Violation,Garbage in alley,3511 W 78TH ST,60652,1154336.3533867,1852657.46907025,18,8,70,41.75151035650998,-87.71000567034284,"{'latitude': '41.75151035650998', 'longitude': '-87.71000567034284', 'needs_recoding': False}"
2011-01-06T00:00:00,Completed,2011-01-21T00:00:00,11-00031487,Sanitation Code Violation,Other,6401 N CAMPBELL AVE,60645,1158491.22618188,1942406.61491809,50,24,2,41.99770711226546,-87.69232371501457,"{'latitude': '41.99770711226546', 'longitude': '-87.69232371501457', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed - Dup,2012-01-09T00:00:00,12-00027675,Sanitation Code Violation,Garbage in yard,431 S CLINTON ST,60607,1172802.01641027,1898101.94633423,2,1,28,41.875827394513294,-87.64099606827942,"{'latitude': '41.875827394513294', 'longitude': '-87.64099606827942', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed - Dup,2012-01-09T00:00:00,12-00027900,Sanitation Code Violation,Garbage in yard,2032 N DAYTON ST,60614,1170294.31632316,1913723.03281604,43,18,7,41.91874776248096,-87.6497463764644,"{'latitude': '41.91874776248096', 'longitude': '-87.6497463764644', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed - Dup,2012-01-10T00:00:00,12-00030146,Sanitation Code Violation,Garbage in alley,505 W BELMONT AVE,60657,1172293.72993249,1921513.04382433,44,23,6,41.940079913019204,-87.64216968048667,"{'latitude': '41.940079913019204', 'longitude': '-87.64216968048667', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed - Dup,2012-01-13T00:00:00,12-00029563,Sanitation Code Violation,Garbage in yard,456 N CARPENTER ST,60642,1169371.27842938,1903357.27217086,27,13,24,41.890323628585726,-87.65343953673928,"{'latitude': '41.890323628585726', 'longitude': '-87.65343953673928', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-06T00:00:00,12-00025879,Sanitation Code Violation,Other,6057 S HONORE ST,60636,1165056.42927351,1864505.49783224,15,7,67,41.78380311906344,-87.67038685042107,"{'latitude': '41.78380311906344', 'longitude': '-87.67038685042107', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-06T00:00:00,12-00026315,Sanitation Code Violation,Garbage in yard,1300 S CENTRAL PARK AVE,60623,1152581.20451131,1893692.22003322,24,10,29,41.86415020451052,-87.71535627185328,"{'latitude': '41.86415020451052', 'longitude': '-87.71535627185328', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-06T00:00:00,12-00026425,Sanitation Code Violation,,5718 N WINTHROP AVE,60660,1167832.83953027,1938144.47430492,48,20,77,41.98581466942172,-87.65808307431458,"{'latitude': '41.98581466942172', 'longitude': '-87.65808307431458', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-06T00:00:00,12-00027642,Sanitation Code Violation,Other,6408 S WOLCOTT AVE,60636,1164785.26618864,1862176.43197044,15,7,67,41.77741759233118,-87.67144676422221,"{'latitude': '41.77741759233118', 'longitude': '-87.67144676422221', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00025777,Sanitation Code Violation,Garbage in yard,9200 S HARPER AVE,60619,1188053.83312289,1844285.40719491,8,4,48,41.72779982833977,-87.58671424528151,"{'latitude': '41.72779982833977', 'longitude': '-87.58671424528151', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00025922,Sanitation Code Violation,Dumpster not being emptied,7843 S MORGAN ST,60620,1171005.06663227,1852816.43559331,17,6,71,41.75159896106716,-87.64891801947874,"{'latitude': '41.75159896106716', 'longitude': '-87.64891801947874', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026248,Sanitation Code Violation,Dog feces in yard,3105 N LONG AVE,60641,1139825.3819072,1920141.09167641,30,25,19,41.93697148107921,-87.7615359286547,"{'latitude': '41.93697148107921', 'longitude': '-87.7615359286547', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026249,Sanitation Code Violation,Other,5041 W FULLERTON AVE,60639,1142385.13938035,1915489.88799616,31,25,19,41.92416087644675,-87.75224418385976,"{'latitude': '41.92416087644675', 'longitude': '-87.75224418385976', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026682,Sanitation Code Violation,Garbage in yard,431 S CLINTON ST,60607,1172802.01641027,1898101.94633423,2,1,28,41.875827394513294,-87.64099606827942,"{'latitude': '41.875827394513294', 'longitude': '-87.64099606827942', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026700,Sanitation Code Violation,Dumpster not being emptied,7457 S VINCENNES AVE,60621,1175869.49566576,1855517.84699713,17,7,69,41.75890438766028,-87.63101144192383,"{'latitude': '41.75890438766028', 'longitude': '-87.63101144192383', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026799,Sanitation Code Violation,Overflowing carts,5723 W GIDDINGS ST,60630,1137324.62498949,1931005.94390241,45,16,15,41.96683111124136,-87.77046446269162,"{'latitude': '41.96683111124136', 'longitude': '-87.77046446269162', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026845,Sanitation Code Violation,Other,4419 N LAVERGNE AVE,60630,1142242.51170944,1929008.28013021,45,16,15,41.96125927376816,-87.75243164186934,"{'latitude': '41.96125927376816', 'longitude': '-87.75243164186934', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026944,Sanitation Code Violation,Garbage in alley,3016 S SPAULDING AVE,60623,1154842.47808204,1884363.47307841,22,10,30,41.838506079120876,-87.70730482667523,"{'latitude': '41.838506079120876', 'longitude': '-87.70730482667523', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00026948,Sanitation Code Violation,Garbage in yard,3301 W EVERGREEN AVE,60651,1154108.57457075,1908787.39052405,26,14,23,41.90554256383007,-87.70934638348429,"{'latitude': '41.90554256383007', 'longitude': '-87.70934638348429', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00027350,Sanitation Code Violation,Construction Site Cleanliness/Fence,1632 N MILWAUKEE AVE,60647,1162486.89282537,1910861.39331212,32,14,24,41.91106241466572,-87.67851179989718,"{'latitude': '41.91106241466572', 'longitude': '-87.67851179989718', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00027614,Sanitation Code Violation,,6801 S KOMENSKY AVE,60629,1150540.71200263,1859193.08070285,13,8,65,41.76951978792965,-87.72374534512615,"{'latitude': '41.76951978792965', 'longitude': '-87.72374534512615', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00027861,Sanitation Code Violation,Garbage in yard,2032 N DAYTON ST,60614,1170294.31632316,1913723.03281604,43,18,7,41.91874776248096,-87.6497463764644,"{'latitude': '41.91874776248096', 'longitude': '-87.6497463764644', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00028664,Sanitation Code Violation,Other,2127 S CALIFORNIA AVE,60608,1158025.5525311,1889643.74008852,28,10,30,41.85293146625882,-87.69548058226819,"{'latitude': '41.85293146625882', 'longitude': '-87.69548058226819', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00028782,Sanitation Code Violation,Other,1600 N IB KENNEDY EXPY,60642,1166113.61701496,1910744.43200676,1,14,24,41.91066471405959,-87.66519185171495,"{'latitude': '41.91066471405959', 'longitude': '-87.66519185171495', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029051,Sanitation Code Violation,Garbage in yard,6719 S BELL AVE,60636,1162557.61308965,1860059.14189981,17,8,66,41.77165421743854,-87.67967236819037,"{'latitude': '41.77165421743854', 'longitude': '-87.67967236819037', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029232,Sanitation Code Violation,Garbage in yard,822 N LOCKWOOD AVE,60651,1140872.54652052,1904968.35381705,37,15,25,41.89531659116624,-87.75806143179561,"{'latitude': '41.89531659116624', 'longitude': '-87.75806143179561', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029633,Sanitation Code Violation,Dumpster not being emptied,2742 W GRAND AVE,60612,1157983.61992176,1904520.4732341,26,13,24,41.8937555441521,-87.69522856659061,"{'latitude': '41.8937555441521', 'longitude': '-87.69522856659061', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00029837,Sanitation Code Violation,Garbage in yard,2118 N KEELER AVE,60639,1148037.87057146,1913744.18029945,30,25,20,41.919263496418324,-87.73151855544664,"{'latitude': '41.919263496418324', 'longitude': '-87.73151855544664', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-09T00:00:00,12-00030138,Sanitation Code Violation,Garbage in yard,1619 N NATOMA AVE,60707,1131837.24507466,1910049.75507342,36,25,25,41.90942207387079,-87.79112850199506,"{'latitude': '41.90942207387079', 'longitude': '-87.79112850199506', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00026212,Sanitation Code Violation,Garbage in alley,505 W BELMONT AVE,60657,1172293.72993249,1921513.04382433,44,23,6,41.940079913019204,-87.64216968048667,"{'latitude': '41.940079913019204', 'longitude': '-87.64216968048667', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00027747,Sanitation Code Violation,Dog feces in yard,9217 S DUNBAR AVE,60619,1179706.41997207,1843902.41998857,6,6,49,41.726943479653976,-87.61730364800329,"{'latitude': '41.726943479653976', 'longitude': '-87.61730364800329', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00027810,Sanitation Code Violation,Garbage in yard,1825 S CENTRAL PARK AVE,60623,1152661.57998163,1890872.53011668,24,10,29,41.85641106236089,-87.71513574541635,"{'latitude': '41.85641106236089', 'longitude': '-87.71513574541635', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00027862,Sanitation Code Violation,Other,8630 S RACINE AVE,60620,1169830.01861419,1847561.1130177,21,6,71,41.737203204360746,-87.65337618898953,"{'latitude': '41.737203204360746', 'longitude': '-87.65337618898953', 'needs_recoding': False}"
2012-01-06T00:00:00,Completed,2012-01-10T00:00:00,12-00028372,Sanitation Code Violation,Other,7400 S KINGSTON AVE,60649,1194355.97361909,1856382.52248611,7,3,43,41.76084299186119,-87.56323225457042,"{'latitude': '41.76084299186119', 'longitude': '-87.56323225457042', 'needs_recoding': False}"
