Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017076,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,2828 N CAMBRIDGE AVE,60657,1172155.41022252,1919022.74519925,44,23,6,41.93324949574618,-87.64275177366233,"{'latitude': '41.93324949574618', 'longitude': '-87.64275177366233', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017273,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,1741 W ROSCOE ST,60657,1163948.28872464,1922615.95139313,32,19,6,41.94328689354965,-87.67281049662122,"{'latitude': '41.94328689354965', 'longitude': '-87.67281049662122', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017280,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,4216 N HAMLIN AVE,60618,1150303.26327603,1927752.47980931,39,17,16,41.957659490788075,-87.72282861443179,"{'latitude': '41.957659490788075', 'longitude': '-87.72282861443179', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017295,Rodent Baiting/Rat Complaint,5,2,5,Dispatch Crew,Inspected and baited,2238 S CENTRAL PARK AVE,60623,1152720.88761829,1888809.58831385,22,10,30,41.850748933873284,-87.71497258308672,"{'latitude': '41.850748933873284', 'longitude': '-87.71497258308672', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017418,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,6752 S BISHOP ST,60636,1167829.2248725,1859966.64357273,17,7,67,41.77128881924579,-87.66035099501745,"{'latitude': '41.77128881924579', 'longitude': '-87.66035099501745', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017432,Rodent Baiting/Rat Complaint,3,3,3,Dispatch Crew,Inspected and baited,2817 N TALMAN AVE,60618,1158233.0582963,1918617.40199051,1,14,21,41.9324335344669,-87.69392648798207,"{'latitude': '41.9324335344669', 'longitude': '-87.69392648798207', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017581,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,1823 W NORTH AVE,60622,1163856.93516982,1910683.93908521,1,14,24,41.9105466559335,-87.67348376049162,"{'latitude': '41.9105466559335', 'longitude': '-87.67348376049162', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017595,Rodent Baiting/Rat Complaint,3,8,3,Dispatch Crew,Inspected and baited,2128 N BISSELL ST,60614,1169613.66888203,1914339.97962042,43,18,7,41.92045555759341,-87.65222912144336,"{'latitude': '41.92045555759341', 'longitude': '-87.65222912144336', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017606,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,2105 W BARRY AVE,60618,1161756.44813126,1920570.07598967,32,19,5,41.937718955727036,-87.6809238384363,"{'latitude': '41.937718955727036', 'longitude': '-87.6809238384363', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017724,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,6501 S KEATING AVE,60629,1145831.89877361,1861079.37302128,13,8,64,41.77478638229657,-87.74095837179458,"{'latitude': '41.77478638229657', 'longitude': '-87.74095837179458', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017730,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,6500 S KEATING AVE,60629,1145831.69877361,1861086.07302128,13,8,64,41.77480477201159,-87.74095893579464,"{'latitude': '41.77480477201159', 'longitude': '-87.74095893579464', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017747,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5911 S CICERO AVE,60638,1145703.52629734,1864973.36557124,13,8,64,41.78547457367488,-87.74133069786429,"{'latitude': '41.78547457367488', 'longitude': '-87.74133069786429', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017752,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,6500 S KILPATRICK AVE,60629,1146164.55940615,1861093.41238365,13,8,64,41.77481861424922,-87.73973851333743,"{'latitude': '41.77481861424922', 'longitude': '-87.73973851333743', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017756,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,6501 S KILPATRICK AVE,60629,1146164.75940615,1861086.71238365,13,8,64,41.774800224530516,-87.73973794968599,"{'latitude': '41.774800224530516', 'longitude': '-87.73973794968599', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00017901,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,3979 W BARRY AVE,60618,1149378.43997032,1920318.62010589,31,25,21,41.93727842036019,-87.7264221148164,"{'latitude': '41.93727842036019', 'longitude': '-87.7264221148164', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018060,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,6720 S ARTESIAN AVE,60629,1161198.87923278,1860025.54510125,15,8,66,41.77159025318351,-87.68465399414909,"{'latitude': '41.77159025318351', 'longitude': '-87.68465399414909', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018133,Rodent Baiting/Rat Complaint,2,1,2,Dispatch Crew,Inspected and baited,2856 W SHAKESPEARE AVE,60647,1156847.77708042,1914304.31947746,35,14,22,41.9206263490252,-87.69913447774141,"{'latitude': '41.9206263490252', 'longitude': '-87.69913447774141', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018181,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,1625 N FAIRFIELD AVE,,1157789.2781248,1910691.41897419,1,14,24,41.910693107841645,-87.69577388372359,"{'latitude': '41.910693107841645', 'longitude': '-87.69577388372359', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018344,Rodent Baiting/Rat Complaint,5,0,5,Dispatch Crew,Inspected and baited,3618 W WRIGHTWOOD AVE,60647,1151734.72043042,1917043.53448554,35,25,22,41.928245215915844,-87.71784875589681,"{'latitude': '41.928245215915844', 'longitude': '-87.71784875589681', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018388,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,3137 N HONORE ST,60657,1163562.16431879,1920975.72010362,32,19,5,41.93879416508635,-87.6742760464215,"{'latitude': '41.93879416508635', 'longitude': '-87.6742760464215', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018409,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,2201 N LAWNDALE AVE,60647,1151350.49477505,1914380.41737375,26,25,22,41.920944951660765,-87.71933072937011,"{'latitude': '41.920944951660765', 'longitude': '-87.71933072937011', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018440,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1900 N MAUD AVE,60614,1168822.09640526,1912740.70929471,32,18,7,41.91608428701106,-87.65518396011204,"{'latitude': '41.91608428701106', 'longitude': '-87.65518396011204', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018708,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,5136 S KENNETH AVE,60632,1147566.33037407,1870154.10799352,23,8,57,41.79965594836952,-87.73436835829524,"{'latitude': '41.79965594836952', 'longitude': '-87.73436835829524', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018740,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,6029 S PAULINA ST,60636,1166042.88832443,1864718.12761822,15,7,67,41.78436567404191,-87.6667640825959,"{'latitude': '41.78436567404191', 'longitude': '-87.6667640825959', 'needs_recoding': False}"
2011-01-04T00:00:00,Completed,2011-01-10T00:00:00,11-00018854,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5759 S WASHTENAW AVE,60629,1159358.17141897,1866357.45976585,16,8,63,41.78900381953192,-87.6912281404263,"{'latitude': '41.78900381953192', 'longitude': '-87.6912281404263', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed - Dup,2012-01-11T00:00:00,12-00013104,Rodent Baiting/Rat Complaint,,,,,,3332 W BERTEAU AVE,60618,1153420.42207536,1927724.74290264,33,17,16,41.95752186850411,-87.71136958072005,"{'latitude': '41.95752186850411', 'longitude': '-87.71136958072005', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed - Dup,2012-01-11T00:00:00,12-00014292,Rodent Baiting/Rat Complaint,,,,,,4754 N KARLOV AVE,60630,1148209.62830621,1931169.4999666,39,17,14,41.96707671874941,-87.7304371853938,"{'latitude': '41.96707671874941', 'longitude': '-87.7304371853938', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed - Dup,2012-01-11T00:00:00,12-00016559,Rodent Baiting/Rat Complaint,,,,,,1044 W SCHOOL ST,60657,1168636.09422683,1922081.97639868,44,19,6,41.941721226041615,-87.6555960446973,"{'latitude': '41.941721226041615', 'longitude': '-87.6555960446973', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00011429,Rodent Baiting/Rat Complaint,0,5,8,Dispatch Crew,Inspected and baited,727 E 79TH ST,60619,1182552.74827381,1852787.64202296,6,6,44,41.751260082697264,-87.60660243984343,"{'latitude': '41.751260082697264', 'longitude': '-87.60660243984343', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00012881,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,3914 W 77TH ST,60652,1151435.12466658,1853112.06099284,18,8,70,41.75281502052532,-87.72062555710828,"{'latitude': '41.75281502052532', 'longitude': '-87.72062555710828', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00013495,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,7413 W HORTENSE AVE,60631,1125866.79450865,1941729.6800999,41,16,10,41.99645697625863,-87.81235433613273,"{'latitude': '41.99645697625863', 'longitude': '-87.81235433613273', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00014181,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,340 W OAKDALE AVE,60657,1173359.3598672,1919889.33289449,44,23,6,41.93560074865422,-87.63830156738287,"{'latitude': '41.93560074865422', 'longitude': '-87.63830156738287', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00015083,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,4731 S HARDING AVE,60632,1150825.39791886,1872967.93197112,14,8,57,41.80731455296074,-87.72234297631658,"{'latitude': '41.80731455296074', 'longitude': '-87.72234297631658', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-06T00:00:00,12-00016406,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,537 W 37TH ST,60609,1173212.05187292,1880377.59028145,11,9,60,41.827181291928355,-87.64001601000713,"{'latitude': '41.827181291928355', 'longitude': '-87.64001601000713', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-09T00:00:00,12-00012481,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,6729 S KENNETH AVE,60629,1147868.45611871,1859608.23100645,13,8,65,41.770710585903096,-87.73353015847107,"{'latitude': '41.770710585903096', 'longitude': '-87.73353015847107', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-09T00:00:00,12-00012487,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,7228 S SPRINGFIELD AVE,60629,1151612.99849792,1856455.73216617,13,8,65,41.761987134888926,-87.71988633802088,"{'latitude': '41.761987134888926', 'longitude': '-87.71988633802088', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-09T00:00:00,12-00016680,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3837 W 86TH PL,60652,1152329.1292172,1846932.32050376,18,8,70,41.73583923166859,-87.71751141882916,"{'latitude': '41.73583923166859', 'longitude': '-87.71751141882916', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00011365,Rodent Baiting/Rat Complaint,4,6,4,Dispatch Crew,Inspected and baited,7805 S MORGAN ST,60620,1170997.66663227,1853071.03559331,17,6,71,41.752297778373425,-87.648937715396,"{'latitude': '41.752297778373425', 'longitude': '-87.648937715396', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012050,Rodent Baiting/Rat Complaint,3,3,3,Dispatch Crew,Inspected and baited,424 N LEAMINGTON AVE,60644,1141959.78001973,1902377.96972341,28,15,25,41.88818819353907,-87.75413245985723,"{'latitude': '41.88818819353907', 'longitude': '-87.75413245985723', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012149,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1515 E 69TH ST,60637,1187695.75048199,1859545.76167035,5,3,43,41.76968422145414,-87.58754141386507,"{'latitude': '41.76968422145414', 'longitude': '-87.58754141386507', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012210,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,7112 S EGGLESTON AVE,60621,1174516.91807836,1857770.43822745,6,7,68,41.76511596064334,-87.6359016066711,"{'latitude': '41.76511596064334', 'longitude': '-87.6359016066711', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012404,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Completed,2907 W WARREN BLVD,60612,1157004.1018662,1900217.14529477,2,13,27,41.881966743506666,-87.69894286009591,"{'latitude': '41.881966743506666', 'longitude': '-87.69894286009591', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012476,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,5555 S PULASKI RD,60629,1150652.05066793,1867377.87000849,13,8,62,41.79197797323802,-87.72312431901946,"{'latitude': '41.79197797323802', 'longitude': '-87.72312431901946', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012579,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,6647 S HOYNE AVE,60636,1163508.11378068,1860556.38711894,15,7,67,41.77299884956878,-87.67617420388669,"{'latitude': '41.77299884956878', 'longitude': '-87.67617420388669', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012627,Rodent Baiting/Rat Complaint,2,2,3,Dispatch Crew,Inspected and baited,3230 W FOSTER AVE,60625,1153773.08008955,1934363.92690521,39,17,13,41.9757331674274,-87.70989548737364,"{'latitude': '41.9757331674274', 'longitude': '-87.70989548737364', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012651,Rodent Baiting/Rat Complaint,5,5,5,Dispatch Crew,Inspected and baited,5341 W ADAMS ST,60644,1140805.01141389,1898813.46120523,29,15,25,41.87842804411176,-87.75846091425618,"{'latitude': '41.87842804411176', 'longitude': '-87.75846091425618', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012730,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,1507 E 72ND PL,60619,1187531.16279223,1857219.59571039,5,3,43,41.76330493271573,-87.58821857525875,"{'latitude': '41.76330493271573', 'longitude': '-87.58821857525875', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012776,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,4932 W LAWRENCE AVE,60630,1142490.49997157,1931459.29242255,45,16,12,41.96798043929989,-87.75145869590673,"{'latitude': '41.96798043929989', 'longitude': '-87.75145869590673', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012804,Rodent Baiting/Rat Complaint,3,8,3,Dispatch Crew,Inspected and baited,3639 W THOMAS ST,60651,1151816.33388383,1907085.8223274,27,11,23,41.90091874408522,-87.71781146044844,"{'latitude': '41.90091874408522', 'longitude': '-87.71781146044844', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012929,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,2136 W BOWLER ST,60612,1162181.46000778,1896237.62996652,25,12,28,41.87094000588838,-87.68004288036404,"{'latitude': '41.87094000588838', 'longitude': '-87.68004288036404', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012963,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,610 N LOCKWOOD AVE,60644,1140921.12182894,1903526.14451675,37,15,25,41.8913581007428,-87.75791854727588,"{'latitude': '41.8913581007428', 'longitude': '-87.75791854727588', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012975,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,1419 W OAKDALE AVE,60657,1166335.34439499,1919687.65007618,32,19,6,41.93520067889661,-87.66412091451073,"{'latitude': '41.93520067889661', 'longitude': '-87.66412091451073', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00012978,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,1251 S KOLIN AVE,60623,1147580.51372176,1894006.16182873,24,10,29,41.86510901098885,-87.73370575966753,"{'latitude': '41.86510901098885', 'longitude': '-87.73370575966753', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013015,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,2739 W HIRSCH ST,60622,1157785.16012537,1909195.3100166,26,14,24,41.906587746294306,-87.69582986052572,"{'latitude': '41.906587746294306', 'longitude': '-87.69582986052572', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013069,Rodent Baiting/Rat Complaint,5,1,5,Dispatch Crew,Inspected and baited,3332 W BERTEAU AVE,60618,1153420.42207536,1927724.74290264,33,17,16,41.95752186850411,-87.71136958072005,"{'latitude': '41.95752186850411', 'longitude': '-87.71136958072005', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013114,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,1515 W GEORGE ST,60657,1165713.69312724,1919337.99787559,32,19,6,41.93425450761454,-87.66641549573332,"{'latitude': '41.93425450761454', 'longitude': '-87.66641549573332', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013174,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,Completed,11630 S NORMAL AVE,60628,1175053.85600943,1827777.67169314,34,5,53,41.68279976457037,-87.63482558824256,"{'latitude': '41.68279976457037', 'longitude': '-87.63482558824256', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013215,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,6754 S LAFLIN ST,60636,1167498.72398019,1859944.31117372,17,7,67,41.771234626567264,-87.66156313597497,"{'latitude': '41.771234626567264', 'longitude': '-87.66156313597497', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013583,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,5433 N WAYNE AVE,60640,1166328.04790111,1936204.65006936,48,20,77,41.98052415795103,-87.66367337919951,"{'latitude': '41.98052415795103', 'longitude': '-87.66367337919951', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013679,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,8200 S CARPENTER ST,60620,1170742.35561128,1850442.30902421,21,6,71,41.745089771800046,-87.64994982848002,"{'latitude': '41.745089771800046', 'longitude': '-87.64994982848002', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013729,Rodent Baiting/Rat Complaint,3,6,3,Dispatch Crew,Inspected and baited,3902 W FILLMORE ST,60624,1150532.40151751,1895087.47818195,24,11,29,41.86801917913541,-87.7228409928186,"{'latitude': '41.86801917913541', 'longitude': '-87.7228409928186', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013744,Rodent Baiting/Rat Complaint,3,3,3,Dispatch Crew,Inspected and baited,4708 W SUPERIOR ST,60644,1144791.41602049,1904548.31921069,28,11,25,41.89409096309116,-87.7436788209978,"{'latitude': '41.89409096309116', 'longitude': '-87.7436788209978', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00013809,Rodent Baiting/Rat Complaint,0,4,4,Dispatch Crew,Completed,6822 S PEORIA ST,60621,1171483.48097666,1859603.84170429,17,7,68,41.77021400008246,-87.64696640303583,"{'latitude': '41.77021400008246', 'longitude': '-87.64696640303583', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014074,Rodent Baiting/Rat Complaint,0,8,3,Dispatch Crew,Completed,5027 S RACINE AVE,60609,1169173.13797573,1871451.53922545,16,9,61,41.8027757639872,-87.65509257932396,"{'latitude': '41.8027757639872', 'longitude': '-87.65509257932396', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014281,Rodent Baiting/Rat Complaint,8,7,10,Dispatch Crew,Inspected and baited,4754 N KARLOV AVE,60630,1148209.62830621,1931169.4999666,39,17,14,41.96707671874941,-87.7304371853938,"{'latitude': '41.96707671874941', 'longitude': '-87.7304371853938', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014318,Rodent Baiting/Rat Complaint,2,7,2,Dispatch Crew,Inspected and baited,6900 S PERRY AVE,60621,1176588.78323413,1859239.30160755,6,7,69,41.7691003361954,-87.62826351252069,"{'latitude': '41.7691003361954', 'longitude': '-87.62826351252069', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014427,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,2958 W BELMONT AVE,60618,1156018.01999319,1921127.3915235,33,17,21,41.93936616882242,-87.70199858971068,"{'latitude': '41.93936616882242', 'longitude': '-87.70199858971068', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014650,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,1438 W HUTCHINSON ST,60613,1165844.39090864,1928324.6503042,47,19,6,41.95891151628826,-87.66567793081326,"{'latitude': '41.95891151628826', 'longitude': '-87.66567793081326', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014692,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,5633 N ST LOUIS AVE,60659,1152037.46538794,1937210.62249751,39,17,13,41.98357915048795,-87.71620260106997,"{'latitude': '41.98357915048795', 'longitude': '-87.71620260106997', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014966,Rodent Baiting/Rat Complaint,3,6,3,Dispatch Crew,Inspected and baited,2127 N KEYSTONE AVE,60639,1149035.80209473,1913829.79362181,30,25,20,41.91947915180209,-87.72784977700033,"{'latitude': '41.91947915180209', 'longitude': '-87.72784977700033', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00014972,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,6555 W BELMONT AVE,60634,1131930.90987686,1920553.0427656,36,25,19,41.93824274642552,-87.79054017311034,"{'latitude': '41.93824274642552', 'longitude': '-87.79054017311034', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015212,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,3278 N MILWAUKEE AVE,60618,1149408.87031404,1921520.87969487,31,17,21,41.94057692958974,-87.7262789882589,"{'latitude': '41.94057692958974', 'longitude': '-87.7262789882589', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015219,Rodent Baiting/Rat Complaint,3,5,5,Dispatch Crew,Inspected and baited,915 W BELMONT AVE,60657,1169581.76107833,1921440.14261149,44,19,6,41.939939437607144,-87.65213909443185,"{'latitude': '41.939939437607144', 'longitude': '-87.65213909443185', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015345,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,5759 S LOOMIS BLVD,60636,1167979.76187759,1866557.69573216,16,7,67,41.78937224734341,-87.65960988356736,"{'latitude': '41.78937224734341', 'longitude': '-87.65960988356736', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015461,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,615 N LOCKWOOD AVE,60644,1140920.02182894,1903559.34451675,28,15,25,41.891449225826996,-87.75792176944721,"{'latitude': '41.891449225826996', 'longitude': '-87.75792176944721', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015515,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,5337 S WOODLAWN AVE,60615,1185125.24778297,1870173.35781923,4,21,41,41.79890802192268,-87.59662983989945,"{'latitude': '41.79890802192268', 'longitude': '-87.59662983989945', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015582,Rodent Baiting/Rat Complaint,5,3,7,Dispatch Crew,Inspected and baited,6311 N TROY ST,60659,1154212.5711091,1941694.70178571,50,24,2,41.99584040278147,-87.70808250670007,"{'latitude': '41.99584040278147', 'longitude': '-87.70808250670007', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015685,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Completed,6450 N SHERIDAN RD,60626,1167091.24666744,1943083.84003356,40,24,1,41.99938441105649,-87.66066790372126,"{'latitude': '41.99938441105649', 'longitude': '-87.66066790372126', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-11T00:00:00,12-00015762,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,6938 S CAMPBELL AVE,60629,1160906.16496585,1858568.82860681,15,8,66,41.7675988679493,-87.68576719774681,"{'latitude': '41.7675988679493', 'longitude': '-87.68576719774681', 'needs_recoding': False}"
