Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,"If Yes, where is the debris located?",Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2011-01-13T00:00:00,Completed,2011-01-19T00:00:00,11-00061924,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,636 N LOCKWOOD AVE,60644,1140915.22182894,1903698.94451675,37,15,25,41.89183239353626,-87.75793595977926,"{'latitude': '41.89183239353626', 'longitude': '-87.75793595977926', 'needs_recoding': False}"
2011-01-13T00:00:00,Completed,2011-01-19T00:00:00,11-00061938,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,920 N LOCKWOOD AVE,60651,1140855.46981112,1905620.73590936,37,15,25,41.8971071197844,-87.75810808677079,"{'latitude': '41.8971071197844', 'longitude': '-87.75810808677079', 'needs_recoding': False}"
2011-01-13T00:00:00,Completed,2011-01-19T00:00:00,11-00062306,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4209 W CORTEZ ST,60651,1148129.13372965,1906668.51012994,37,11,23,41.89984539271359,-87.73136568862998,"{'latitude': '41.89984539271359', 'longitude': '-87.73136568862998', 'needs_recoding': False}"
2011-01-13T00:00:00,Completed,2011-01-19T00:00:00,11-00062313,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4247 W CORTEZ ST,60651,1147871.73372965,1906661.41012994,37,11,23,41.89983086179897,-87.73231131344819,"{'latitude': '41.89983086179897', 'longitude': '-87.73231131344819', 'needs_recoding': False}"
2011-01-13T00:00:00,Completed,2011-01-19T00:00:00,11-00065525,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,5106 W CRYSTAL ST,60651,1142096.71368532,1907842.18338768,37,25,25,41.90318010089593,-87.75349397059958,"{'latitude': '41.90318010089593', 'longitude': '-87.75349397059958', 'needs_recoding': False}"
2011-01-13T00:00:00,Completed,2011-01-20T00:00:00,11-00060873,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,900 N KARLOV AVE,60651,1148887.996927,1905696.91500922,37,11,23,41.89716458941101,-87.72860350516838,"{'latitude': '41.89716458941101', 'longitude': '-87.72860350516838', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed - Dup,2012-01-13T00:00:00,12-00060048,Tree Debris,Vacant Lot,,,3250 W CONGRESS PKWY,60624,1155114.39750711,1897630.6634068,28,11,27,41.87490729631354,-87.7059512864018,"{'latitude': '41.87490729631354', 'longitude': '-87.7059512864018', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed,2012-01-17T00:00:00,12-00059788,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,5301 S PAULINA ST,60609,1165910.55032171,1869551.06642626,16,9,61,41.79763066532262,-87.66711197380326,"{'latitude': '41.79763066532262', 'longitude': '-87.66711197380326', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed,2012-01-17T00:00:00,12-00059885,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,6317 S MAY ST,60621,1169735.08197565,1862906.69402374,16,7,68,41.77931554160005,-87.65327956975923,"{'latitude': '41.77931554160005', 'longitude': '-87.65327956975923', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed,2012-01-17T00:00:00,12-00060282,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,6431 S CARPENTER ST,60621,1170418.52548415,1862167.86061622,16,7,68,41.77727323534015,-87.6507954945094,"{'latitude': '41.77727323534015', 'longitude': '-87.6507954945094', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed,2012-01-18T00:00:00,12-00060130,Tree Debris,Alley,Dispatch Clam,Owner Responsibility,4828 S FORRESTVILLE AVE,60615,1180740.95992729,1873124.94681985,3,2,38,41.80710941895446,-87.6126170727566,"{'latitude': '41.80710941895446', 'longitude': '-87.6126170727566', 'needs_recoding': False}"
2012-01-13T00:00:00,Completed,2012-01-20T00:00:00,12-00061404,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,2207 W NORTH AVE,60647,1161370.14370953,1910607.68469736,1,14,24,41.91038954167373,-87.68262142041436,"{'latitude': '41.91038954167373', 'longitude': '-87.68262142041436', 'needs_recoding': False}"
2013-01-13T00:00:00,Completed,2013-01-24T00:00:00,13-00048820,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,2221 N NORDICA AVE,60707,1128727.17640101,1913938.31716694,36,25,25,41.920146177994376,-87.80246534784571,"{'latitude': '41.920146177994376', 'longitude': '-87.80246534784571', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed - Dup,2011-01-20T00:00:00,11-00069991,Tree Debris,Vacant Lot,,,434 W 79TH PL,60620,1174743.60111553,1852188.53528109,17,6,44,41.74979349984174,-87.6352367710343,"{'latitude': '41.74979349984174', 'longitude': '-87.6352367710343', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-14T00:00:00,11-00066790,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,7257 S PEORIA ST,60621,1171561.6802302,1856719.57388582,17,7,68,41.76229750169524,-87.64676414833924,"{'latitude': '41.76229750169524', 'longitude': '-87.64676414833924', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-14T00:00:00,11-00068270,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,5802 S PEORIA ST,60621,1171298.94469827,1866355.75449803,16,7,68,41.788746078561516,-87.64744542609598,"{'latitude': '41.788746078561516', 'longitude': '-87.64744542609598', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-18T00:00:00,11-00068990,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,435 W 42ND ST,60609,1174035.8143991,1877087.47911254,11,9,61,41.818134647530414,-87.63709158815234,"{'latitude': '41.818134647530414', 'longitude': '-87.63709158815234', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-18T00:00:00,11-00069060,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,437 W 42ND ST,60609,1174024.1143991,1877087.17911254,11,9,61,41.81813408444147,-87.63713451623246,"{'latitude': '41.81813408444147', 'longitude': '-87.63713451623246', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-20T00:00:00,11-00066836,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,8749 S MICHIGAN AVE,60619,1178680.18288223,1847012.66967088,6,6,44,41.73550175630658,-87.62096856217958,"{'latitude': '41.73550175630658', 'longitude': '-87.62096856217958', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-20T00:00:00,11-00069926,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,434 W 79TH PL,60620,1174743.60111553,1852188.53528109,17,6,44,41.74979349984174,-87.6352367710343,"{'latitude': '41.74979349984174', 'longitude': '-87.6352367710343', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-20T00:00:00,11-00070243,Tree Debris,,Dispatch Clam,*Complete the Service Request,8751 S MICHIGAN AVE,60619,1178680.5428193,1846999.14213406,6,6,44,41.735464626911536,-87.62096765372488,"{'latitude': '41.735464626911536', 'longitude': '-87.62096765372488', 'needs_recoding': False}"
2011-01-14T00:00:00,Completed,2011-01-26T00:00:00,11-00069048,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,8036 S DORCHESTER AVE,60619,1186936.66041049,1851983.55967693,8,4,45,41.74895086775211,-87.59056320185552,"{'latitude': '41.74895086775211', 'longitude': '-87.59056320185552', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-14T00:00:00,13-00053871,Tree Debris,,,,2400 N CANNON DR,60614,1174659.21160331,1916310.493328,43,19,7,41.92575126573205,-87.63363191292258,"{'latitude': '41.92575126573205', 'longitude': '-87.63363191292258', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-14T00:00:00,13-00054015,Tree Debris,,Dispatch Clam,*Complete the Service Request,3405 W 79TH ST,60652,1155041.9818153,1851989.4518662,18,8,70,41.74966315038979,-87.70743765931718,"{'latitude': '41.74966315038979', 'longitude': '-87.70743765931718', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-14T00:00:00,13-00054020,Tree Debris,,Dispatch Clam,*Complete the Service Request,3721 W 111TH ST,60655,1153515.44991685,1830735.05323137,19,22,74,41.69136756309573,-87.71359224639448,"{'latitude': '41.69136756309573', 'longitude': '-87.71359224639448', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-14T00:00:00,13-00055017,Tree Debris,,Dispatch Clam,*Complete the Service Request,2400 N CANNON DR,60614,1174659.21160331,1916310.493328,43,19,7,41.92575126573205,-87.63363191292258,"{'latitude': '41.92575126573205', 'longitude': '-87.63363191292258', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00050524,Tree Debris,,Dispatch Clam,*Complete the Service Request,10126 S YATES AVE,60617,1194156.34121064,1838302.08917293,10,4,51,41.71123360884472,-87.56455582362759,"{'latitude': '41.71123360884472', 'longitude': '-87.56455582362759', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00053277,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7733 S MORGAN ST,60620,1170984.41119987,1853546.70193114,17,6,71,41.75360335827834,-87.64897242543658,"{'latitude': '41.75360335827834', 'longitude': '-87.64897242543658', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00053338,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7721 S MORGAN ST,60620,1170982.21119987,1853627.10193114,17,6,71,41.75382403437306,-87.64897814397438,"{'latitude': '41.75382403437306', 'longitude': '-87.64897814397438', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00053357,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7725 S MORGAN ST,60620,1170982.91119987,1853600.30193114,17,6,71,41.75375047640336,-87.64897635994673,"{'latitude': '41.75375047640336', 'longitude': '-87.64897635994673', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00053379,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7736 S MORGAN ST,60620,1170985.01119987,1853526.60193114,17,6,71,41.753548188161936,-87.64897081257497,"{'latitude': '41.753548188161936', 'longitude': '-87.64897081257497', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00053459,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,3560 W HOLLYWOOD AVE,60659,1151547.92460656,1937640.74300337,39,17,13,41.984769090599755,-87.71799169112313,"{'latitude': '41.984769090599755', 'longitude': '-87.71799169112313', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-15T00:00:00,13-00054570,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,8152 S RHODES AVE,60619,1181321.47179684,1851066.58562047,6,6,44,41.74656576457128,-87.61116735306962,"{'latitude': '41.74656576457128', 'longitude': '-87.61116735306962', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-16T00:00:00,13-00054034,Tree Debris,,Dispatch Clam,*Complete the Service Request,5801 N PULASKI RD,60646,1148683.49667666,1938041.67998153,39,17,13,41.985925274045364,-87.72851641198686,"{'latitude': '41.985925274045364', 'longitude': '-87.72851641198686', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-17T00:00:00,13-00053180,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,7809 S KOMENSKY AVE,60652,1150730.50063068,1852305.00911068,13,8,70,41.75061407285237,-87.72322872663989,"{'latitude': '41.75061407285237', 'longitude': '-87.72322872663989', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-17T00:00:00,13-00053234,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,11308 S WENTWORTH AVE,60628,1176957.72929974,1829922.6252828,34,5,49,41.688643270116984,-87.62779196087601,"{'latitude': '41.688643270116984', 'longitude': '-87.62779196087601', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-18T00:00:00,13-00053600,Tree Debris,Vacant Lot,Dispatch Clam,*Complete the Service Request,4536 S EVANS AVE,60653,1181911.49066628,1875094.56837257,4,2,38,41.81248720102949,-87.60826302393393,"{'latitude': '41.81248720102949', 'longitude': '-87.60826302393393', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-18T00:00:00,13-00053612,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4521 S EVANS AVE,60653,1181908.89066628,1875194.96837257,4,2,38,41.81276276665737,-87.60826945346905,"{'latitude': '41.81276276665737', 'longitude': '-87.60826945346905', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-18T00:00:00,13-00053645,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4515 S COTTAGE GROVE AVE,60653,1182352.53752649,1875247.86452847,4,2,39,41.81289763460035,-87.60664052754096,"{'latitude': '41.81289763460035', 'longitude': '-87.60664052754096', 'needs_recoding': False}"
2013-01-14T00:00:00,Completed,2013-01-24T00:00:00,13-00052585,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,4145 N MOBILE AVE,60634,1133614.18541526,1926908.41172175,38,16,15,41.95565314911653,-87.78420401368057,"{'latitude': '41.95565314911653', 'longitude': '-87.78420401368057', 'needs_recoding': False}"
2011-01-15T00:00:00,Completed,2011-01-20T00:00:00,11-00072074,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1434 W 99TH ST,60643,1168366.25791917,1839099.14843084,21,22,73,41.71401392003914,-87.6589818510716,"{'latitude': '41.71401392003914', 'longitude': '-87.6589818510716', 'needs_recoding': False}"
2012-01-15T00:00:00,Completed,2012-01-17T00:00:00,12-00065294,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,632 W 109TH ST,60628,1173913.42583195,1832594.2606232,34,22,49,41.69604252970903,-87.63885811186107,"{'latitude': '41.69604252970903', 'longitude': '-87.63885811186107', 'needs_recoding': False}"
2012-01-15T00:00:00,Completed,2012-01-17T00:00:00,12-00065461,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,1424 S PLYMOUTH CT,60605,1176256.56302645,1893726.13011734,2,1,33,41.86374271482584,-87.6284442936763,"{'latitude': '41.86374271482584', 'longitude': '-87.6284442936763', 'needs_recoding': False}"
2012-01-15T00:00:00,Completed,2012-01-17T00:00:00,12-00065495,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4112 N BERNARD ST,60618,1152654.76421588,1927120.47761861,33,17,16,41.95587893766737,-87.7142004518126,"{'latitude': '41.95587893766737', 'longitude': '-87.7142004518126', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed - Dup,2013-01-15T00:00:00,13-00057079,Tree Debris,Alley,,,2628 W CULLERTON ST,60608,1159153.70751288,1890308.66987162,28,10,30,41.85473303313362,-87.691321629952,"{'latitude': '41.85473303313362', 'longitude': '-87.691321629952', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed - Dup,2013-01-15T00:00:00,13-00057239,Tree Debris,Parkway,,,6526 N FRANCISCO AVE,60645,1155815.00658712,1943157.21038804,50,24,2,41.9998213304669,-87.70214822480807,"{'latitude': '41.9998213304669', 'longitude': '-87.70214822480807', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed - Dup,2013-01-18T00:00:00,13-00059816,Tree Debris,Parkway,,,2954 N LINDER AVE,60641,1139192.08909206,1919100.84737737,31,25,19,41.93412851048671,-87.76388879783975,"{'latitude': '41.93412851048671', 'longitude': '-87.76388879783975', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058643,Tree Debris,,Dispatch Clam,*Complete the Service Request,10559 S EWING AVE,60617,1202174.968305,1835547.07792216,10,4,52,41.70347342193154,-87.53528396959398,"{'latitude': '41.70347342193154', 'longitude': '-87.53528396959398', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058686,Tree Debris,,Dispatch Clam,*Complete the Service Request,6201 W WRIGHTWOOD AVE,60639,1134621.04991867,1916622.55373032,29,25,19,41.92740987569717,-87.78074625483563,"{'latitude': '41.92740987569717', 'longitude': '-87.78074625483563', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058694,Tree Debris,,Dispatch Clam,*Complete the Service Request,4438 W WRIGHTWOOD AVE,60639,1146350.88032151,1917029.02003356,31,25,20,41.92830973176934,-87.73763298923154,"{'latitude': '41.92830973176934', 'longitude': '-87.73763298923154', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058699,Tree Debris,,Dispatch Clam,*Complete the Service Request,4438 W WRIGHTWOOD AVE,60639,1146350.88032151,1917029.02003356,31,25,20,41.92830973176934,-87.73763298923154,"{'latitude': '41.92830973176934', 'longitude': '-87.73763298923154', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058703,Tree Debris,,Dispatch Clam,*Complete the Service Request,100 N CENTRAL AVE,60644,1139035.18531175,1900192.31807514,29,15,25,41.882244153300825,-87.76492590089602,"{'latitude': '41.882244153300825', 'longitude': '-87.76492590089602', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058855,Tree Debris,,Dispatch Clam,*Complete the Service Request,5701 W MADISON ST,60644,1138165.38418749,1899439.64210883,29,15,25,41.88019447566898,-87.76813806571477,"{'latitude': '41.88019447566898', 'longitude': '-87.76813806571477', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058861,Tree Debris,,Dispatch Clam,*Complete the Service Request,910 S ABERDEEN ST,60607,1169207.20997641,1896152.49002045,25,12,28,41.870556750022864,-87.65425143134662,"{'latitude': '41.870556750022864', 'longitude': '-87.65425143134662', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058870,Tree Debris,,Dispatch Clam,*Complete the Service Request,1369 N ASHLAND AVE,60622,1165476.9427817,1909188.76846825,1,14,24,41.906409455243576,-87.6675751081419,"{'latitude': '41.906409455243576', 'longitude': '-87.6675751081419', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058983,Tree Debris,,Dispatch Clam,*Complete the Service Request,4921 N MARINE DR,60640,1169894.46998054,1933234.58001232,48,20,3,41.972296953628984,-87.65064447210497,"{'latitude': '41.972296953628984', 'longitude': '-87.65064447210497', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058989,Tree Debris,,Dispatch Clam,*Complete the Service Request,1100 W WAVELAND AVE,60613,1168291.99772825,1924733.56357782,44,19,6,41.94900475327199,-87.65678381177685,"{'latitude': '41.94900475327199', 'longitude': '-87.65678381177685', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00058993,Tree Debris,,Dispatch Clam,*Complete the Service Request,1132 W GRACE ST,60613,1167974.42992775,1925483.14321607,44,19,6,41.951068503468,-87.65792941868902,"{'latitude': '41.951068503468', 'longitude': '-87.65792941868902', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00059858,Tree Debris,,Dispatch Clam,*Complete the Service Request,900 S COLUMBUS DR,60605,1178389.35810737,1896259.93487676,2,1,32,41.87064730491814,-87.62053778581752,"{'latitude': '41.87064730491814', 'longitude': '-87.62053778581752', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00059859,Tree Debris,,Dispatch Clam,*Complete the Service Request,3117 S RHODES AVE,60616,1180410.37348422,1884332.6100968,4,2,35,41.83787170552251,-87.61348515524323,"{'latitude': '41.83787170552251', 'longitude': '-87.61348515524323', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00059861,Tree Debris,,Dispatch Clam,*Complete the Service Request,2210 W PERSHING RD,60609,1162179.78488213,1878783.11686906,11,9,59,41.82304305749919,-87.68053614142343,"{'latitude': '41.82304305749919', 'longitude': '-87.68053614142343', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-15T00:00:00,13-00059862,Tree Debris,,Dispatch Clam,*Complete the Service Request,5701 S NARRAGANSETT AVE,60638,1134694.4225753,1866060.30009191,23,8,56,41.788658236528065,-87.78167040585895,"{'latitude': '41.788658236528065', 'longitude': '-87.78167040585895', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-16T00:00:00,13-00055818,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,9360 S GREEN ST,60620,1172294.13817553,1842687.19040238,21,22,73,41.723774705729284,-87.6444912915584,"{'latitude': '41.723774705729284', 'longitude': '-87.6444912915584', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-16T00:00:00,13-00057839,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,9800 S HOYNE AVE,60643,1164087.71561582,1839638.95581333,19,22,72,41.71558612730808,-87.6746364751622,"{'latitude': '41.71558612730808', 'longitude': '-87.6746364751622', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-17T00:00:00,13-00056237,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,8847 S PARNELL AVE,60620,1174183.48721023,1846251.12800901,21,22,71,41.73351293872808,-87.63746519397883,"{'latitude': '41.73351293872808', 'longitude': '-87.63746519397883', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-17T00:00:00,13-00057482,Tree Debris,,Dispatch Clam,*Complete the Service Request,1254 W NORWOOD ST,60660,1166824.90707585,1940319.63987089,48,24,77,41.99180512367951,-87.66172744479572,"{'latitude': '41.99180512367951', 'longitude': '-87.66172744479572', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-17T00:00:00,13-00059378,Tree Debris,Vacant Lot,Dispatch Clam,,4338 W CONGRESS PKWY,60624,1147378.81003254,1897328.53000329,24,11,26,41.87422985355554,-87.73436112172803,"{'latitude': '41.87422985355554', 'longitude': '-87.73436112172803', 'needs_recoding': False}"
2013-01-15T00:00:00,Completed,2013-01-17T00:00:00,13-00059974,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7900 S MICHIGAN AVE,60619,1178519.62369523,1852661.80668589,6,6,44,41.75100730690719,-87.62138555602486,"{'latitude': '41.75100730690719', 'longitude': '-87.62138555602486', 'needs_recoding': False}"
2011-01-16T00:00:00,Completed,2011-01-20T00:00:00,11-00073685,Tree Debris,Parkway,Dispatch Clam,*Complete the Service Request,11431 S WESTERN AVE,60643,1162443.37758015,1828698.19976567,19,22,75,41.68559715766489,-87.68096238625198,"{'latitude': '41.68559715766489', 'longitude': '-87.68096238625198', 'needs_recoding': False}"
2012-01-16T00:00:00,Completed,2012-01-17T00:00:00,12-00066541,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,3215 N WHIPPLE ST,60618,1155484.51000162,1921214.05841468,33,17,21,41.93961475405258,-87.70395705697278,"{'latitude': '41.93961475405258', 'longitude': '-87.70395705697278', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed - Dup,2013-01-17T00:00:00,13-00062810,Tree Debris,Vacant Lot,,,3400 W FILLMORE ST,60624,1153866.11691988,1895165.41070041,24,11,29,41.868167324179076,-87.71060014257834,"{'latitude': '41.868167324179076', 'longitude': '-87.71060014257834', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00063265,Tree Debris,,Dispatch Clam,*Complete the Service Request,3721 W 111TH ST,60655,1153515.44991685,1830735.05323137,19,22,74,41.69136756309573,-87.71359224639448,"{'latitude': '41.69136756309573', 'longitude': '-87.71359224639448', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00063288,Tree Debris,,Dispatch Clam,*Complete the Service Request,2427 W 113TH ST,60655,1162089.50998207,1829626.11947437,19,22,75,41.6881508834004,-87.68223215093664,"{'latitude': '41.6881508834004', 'longitude': '-87.68223215093664', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00063344,Tree Debris,,Dispatch Clam,*Complete the Service Request,3400 N ROCKWELL ST,60618,1158278.32862001,1922474.06417994,47,19,5,41.94301554675591,-87.69365436994035,"{'latitude': '41.94301554675591', 'longitude': '-87.69365436994035', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00063357,Tree Debris,,Dispatch Clam,*Complete the Service Request,3400 N ROCKWELL ST,60618,1158278.32862001,1922474.06417994,47,19,5,41.94301554675591,-87.69365436994035,"{'latitude': '41.94301554675591', 'longitude': '-87.69365436994035', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00064607,Tree Debris,,Dispatch Clam,*Complete the Service Request,6601 N WESTERN AVE,60645,1159118.90472022,1943752.07010423,50,24,2,42.00138617169963,-87.6899775233851,"{'latitude': '42.00138617169963', 'longitude': '-87.6899775233851', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-16T00:00:00,13-00064611,Tree Debris,,Dispatch Clam,*Complete the Service Request,4400 W WRIGHTWOOD AVE,60639,1146594.16016706,1917158.81999822,31,25,20,41.928661273515516,-87.73673569440069,"{'latitude': '41.928661273515516', 'longitude': '-87.73673569440069', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00061898,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,7117 S DORCHESTER AVE,60619,1186770.72400661,1858019.33127824,5,3,43,41.76551752148115,-87.59098039454348,"{'latitude': '41.76551752148115', 'longitude': '-87.59098039454348', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00062277,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,11743 S ARTESIAN AVE,60655,1162170.43550034,1826698.60123137,19,22,75,41.6801155614846,-87.68201691187839,"{'latitude': '41.6801155614846', 'longitude': '-87.68201691187839', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00062761,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1135 W 111TH ST,60643,1170734.96661392,1831189.63261074,34,22,75,41.692257743458605,-87.65053638390124,"{'latitude': '41.692257743458605', 'longitude': '-87.65053638390124', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00062786,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1131 W 111TH ST,60643,1170761.86661392,1831190.23261074,34,22,75,41.692258804775655,-87.65043788143366,"{'latitude': '41.692258804775655', 'longitude': '-87.65043788143366', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00062826,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1121 W 111TH ST,60643,1170828.96661392,1831191.83261074,34,22,75,41.69226173537935,-87.65019217152505,"{'latitude': '41.69226173537935', 'longitude': '-87.65019217152505', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00062851,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,1105 W 111TH ST,60643,1170936.26661392,1831194.43261074,34,22,75,41.69226653432511,-87.64979925414667,"{'latitude': '41.69226653432511', 'longitude': '-87.64979925414667', 'needs_recoding': False}"
2013-01-16T00:00:00,Completed,2013-01-17T00:00:00,13-00064449,Tree Debris,Alley,Dispatch Clam,*Complete the Service Request,4213 W MADISON ST,60624,1148306.10237875,1899679.61171817,28,11,26,41.88066368498903,-87.73089590413487,"{'latitude': '41.88066368498903', 'longitude': '-87.73089590413487', 'needs_recoding': False}"
