Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00013205,Abandoned Vehicle Complaint,X584183,Saturn,Tan,FVI - Outcome,Need Vehicle Tow Report,120,7730 S LUELLA AVE,60649,,,7,4,43,,41.75437790506773,-87.57008860110889,"{'latitude': '41.75437790506773', 'longitude': '-87.57008860110889', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00013436,Abandoned Vehicle Complaint,L633475,Honda,Silver,FVI - Outcome,Need Vehicle Tow Report,7,7329 W CLARENCE AVE,60631,,,41,16,10,,41.994385508710515,-87.81152458100325,"{'latitude': '41.994385508710515', 'longitude': '-87.81152458100325', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00013545,Abandoned Vehicle Complaint,N206957,Land Rover,Tan,FVI - Outcome,Need Vehicle Tow Report,21,2347 W GRANVILLE AVE,60659,,,50,24,2,,41.993992180799886,-87.68919556396615,"{'latitude': '41.993992180799886', 'longitude': '-87.68919556396615', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00013905,Abandoned Vehicle Complaint,G832966,Toyota,Beige,FVI - Outcome,Need Vehicle Tow Report,15,1406 W 17TH ST,60608,,,25,12,31,,41.85888492505532,-87.66169508069662,"{'latitude': '41.85888492505532', 'longitude': '-87.66169508069662', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00014012,Abandoned Vehicle Complaint,K385181,Toyota,Silver,FVI - Outcome,Need Vehicle Tow Report,90,6847 S KARLOV AVE,60629,,,13,8,65,,41.768134008460024,-87.72478572047083,"{'latitude': '41.768134008460024', 'longitude': '-87.72478572047083', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00014792,Abandoned Vehicle Complaint,6447244,Chevrolet,Black,FVI - Outcome,Need Vehicle Tow Report,14,3611 W 69TH ST,60629,,,13,8,65,,41.76775993138801,-87.7133758872315,"{'latitude': '41.76775993138801', 'longitude': '-87.7133758872315', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00014800,Abandoned Vehicle Complaint,152N147,Chevrolet,White,FVI - Outcome,Need Vehicle Tow Report,10,5426 N MAGNOLIA AVE,60640,,,48,20,77,,41.98077782691317,-87.66141461781552,"{'latitude': '41.98077782691317', 'longitude': '-87.66141461781552', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015478,Abandoned Vehicle Complaint,UNKNOWN,(Unlisted Make),Blue,FVI - Outcome,Vehicle was moved from original address requested,45,2235 W AUGUSTA BLVD,60622,,,32,13,24,,41.89933206886264,-87.68345210982899,"{'latitude': '41.89933206886264', 'longitude': '-87.68345210982899', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015620,Abandoned Vehicle Complaint,923PPK,Oldsmobile,Blue,FVI - Outcome,Vehicle was moved from original address requested,90,1142 N MAYFIELD AVE,60651,,,29,15,25,,41.90148814783798,-87.77306816218899,"{'latitude': '41.90148814783798', 'longitude': '-87.77306816218899', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015678,Abandoned Vehicle Complaint,L218467,Ford,Gray,FVI - Outcome,Need Vehicle Tow Report,21,916 W 32ND ST,60608,,,11,9,60,,41.83652607652998,-87.64939741816028,"{'latitude': '41.83652607652998', 'longitude': '-87.64939741816028', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015683,Abandoned Vehicle Complaint,A823029,Nissan,Black,FVI - Outcome,Need Vehicle Tow Report,60,6158 S INGLESIDE AVE,60637,,,20,3,42,,41.78255416995577,-87.60288288487425,"{'latitude': '41.78255416995577', 'longitude': '-87.60288288487425', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015940,Abandoned Vehicle Complaint,88807K,Ford,Blue,FVI - Outcome,Need Vehicle Tow Report,30,11351 S CHAMPLAIN AVE,60628,,,9,5,50,,41.68789773304564,-87.60695949651654,"{'latitude': '41.68789773304564', 'longitude': '-87.60695949651654', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00015958,Abandoned Vehicle Complaint,EZA634,Mazda,Beige,FVI - Outcome,Vehicle was moved from original address requested,30,2234 N MAGNOLIA AVE,60614,,,32,18,7,,41.92269381262008,-87.65973184042136,"{'latitude': '41.92269381262008', 'longitude': '-87.65973184042136', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00016207,Abandoned Vehicle Complaint,K110056,Dodge,Green,FVI - Outcome,Need Vehicle Tow Report,60,9540 S LA SALLE ST,60628,,,21,5,49,,41.720454384117645,-87.62756827039203,"{'latitude': '41.720454384117645', 'longitude': '-87.62756827039203', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00016518,Abandoned Vehicle Complaint,NLP,(Unlisted Construction Equipment Make),White,FVI - Outcome,Vehicle was moved from original address requested,14,2710 N GREENVIEW AVE,60614,,,32,19,7,,41.93112814088951,-87.6660829388397,"{'latitude': '41.93112814088951', 'longitude': '-87.6660829388397', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-24T00:00:00,12-00016758,Abandoned Vehicle Complaint,F586850,Ford,Gray,FVI - Outcome,Need Vehicle Tow Report,31,7354 S ROCKWELL ST,60629,,,18,8,66,14,41.75931907955352,-87.68813978374827,"{'latitude': '41.75931907955352', 'longitude': '-87.68813978374827', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-25T00:00:00,12-00015292,Abandoned Vehicle Complaint,K744511,Lexus,Tan,FVI - Outcome,Return to Owner - Vehicle,14,3541 S ROCKWELL ST,60632,,,12,9,58,,41.82890260396707,-87.68974246780988,"{'latitude': '41.82890260396707', 'longitude': '-87.68974246780988', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-26T00:00:00,12-00013133,Abandoned Vehicle Complaint,7150XG,Dodge,Black,FVI - Outcome,Vehicle was moved from original address requested,,6855 N MENDOTA AVE,60646,,,41,16,12,,42.006015042454074,-87.77962556649989,"{'latitude': '42.006015042454074', 'longitude': '-87.77962556649989', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-26T00:00:00,12-00013257,Abandoned Vehicle Complaint,68 309,(Unlisted Construction Equipment Make),Brown,FVI - Outcome,Vehicle was moved from original address requested,30,3758 N TRIPP AVE,60641,,,38,17,16,,41.94985823148283,-87.73400444812617,"{'latitude': '41.94985823148283', 'longitude': '-87.73400444812617', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-26T00:00:00,12-00016068,Abandoned Vehicle Complaint,H414594,Chevrolet,White,FVI - Outcome,Return to Owner - Vehicle,90,4024 N PARKSIDE AVE,60634,,,38,16,15,,41.95393607799817,-87.76839829011548,"{'latitude': '41.95393607799817', 'longitude': '-87.76839829011548', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-26T00:00:00,12-00017597,Abandoned Vehicle Complaint,59268,Dodge,Maroon,FVI - Outcome,Vehicle was moved from original address requested,14,3827 N KILPATRICK AVE,60641,,,38,17,15,28,41.95060352157302,-87.74451281969925,"{'latitude': '41.95060352157302', 'longitude': '-87.74451281969925', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-26T00:00:00,12-00017786,Abandoned Vehicle Complaint,N43 9294,Buick,Silver,FVI - Outcome,Return to Owner - Vehicle,7,2375 E 69TH ST,60649,,,5,3,43,,41.76979269567641,-87.56685941674328,"{'latitude': '41.76979269567641', 'longitude': '-87.56685941674328', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00012760,Abandoned Vehicle Complaint,L750033,Toyota,Black,FVI - Outcome,Vehicle was moved from original address requested,60,3909 W SCHOOL ST,60618,,,30,17,21,,41.94083148192768,-87.7251664227304,"{'latitude': '41.94083148192768', 'longitude': '-87.7251664227304', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00014430,Abandoned Vehicle Complaint,K489476,Ford,Gray,FVI - Outcome,Need Vehicle Tow Report,90,2839 W ARGYLE ST,60625,,,40,20,4,,41.97205383931799,-87.70040463347468,"{'latitude': '41.97205383931799', 'longitude': '-87.70040463347468', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00015104,Abandoned Vehicle Complaint,H768888,Chevrolet,White,FVI - Outcome,Need Vehicle Tow Report,7,5145 N BERNARD ST,60625,,,39,17,13,,41.97521932248162,-87.71462900899806,"{'latitude': '41.97521932248162', 'longitude': '-87.71462900899806', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00015204,Abandoned Vehicle Complaint,NO PLATES,Mercury,Gold,FVI - Outcome,Need Vehicle Tow Report,20,5632 S PRAIRIE AVE,60637,,,20,2,40,,41.791946935907305,-87.61929863127808,"{'latitude': '41.791946935907305', 'longitude': '-87.61929863127808', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00016325,Abandoned Vehicle Complaint,DONT KNOW,,Black,FVI - Outcome,Vehicle was moved from original address requested,30,2235 W SUPERIOR ST,60612,,,1,13,24,,41.89478172436707,-87.68333399804037,"{'latitude': '41.89478172436707', 'longitude': '-87.68333399804037', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00016624,Abandoned Vehicle Complaint,310 5477,Lincoln,Red,FVI - Outcome,Need Vehicle Tow Report,7,748 W BUENA AVE,60613,,,46,23,3,,41.95860295562046,-87.6493238771008,"{'latitude': '41.95860295562046', 'longitude': '-87.6493238771008', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00016685,Abandoned Vehicle Complaint,WISCONSIN 969-SAB,,Gray,FVI - Outcome,Vehicle was moved from original address requested,,4631 N WINTHROP AVE,60640,,,46,23,3,34,41.966293036820275,-87.65694625772953,"{'latitude': '41.966293036820275', 'longitude': '-87.65694625772953', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00017472,Abandoned Vehicle Complaint,SKZYO,Toyota,Blue,FVI - Outcome,Need Vehicle Tow Report,30,6335 S WASHTENAW AVE,60629,,,15,8,66,3,41.77802866491339,-87.69077940183102,"{'latitude': '41.77802866491339', 'longitude': '-87.69077940183102', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-27T00:00:00,12-00017474,Abandoned Vehicle Complaint,DCX 9197,Chevrolet,Green,FVI - Outcome,Vehicle was moved from original address requested,,3834 W ROSCOE ST,60618,,,30,17,21,,41.942889844007176,-87.72384737735544,"{'latitude': '41.942889844007176', 'longitude': '-87.72384737735544', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-31T00:00:00,12-00016580,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Red,FVI - Outcome,Vehicle was moved from original address requested,30,5350 S KEDZIE AVE,60632,,,14,8,63,,41.79561859174331,-87.7037645159471,"{'latitude': '41.79561859174331', 'longitude': '-87.7037645159471', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-01-31T00:00:00,12-00017557,Abandoned Vehicle Complaint,L625289,(Unlisted Construction Equipment Make),Blue,FVI - Outcome,Vehicle was moved from original address requested,22,4826 W WARWICK AVE,60641,,,45,16,15,,41.94895730640409,-87.74838338802667,"{'latitude': '41.94895730640409', 'longitude': '-87.74838338802667', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-01T00:00:00,12-00017691,Abandoned Vehicle Complaint,EXPIRED LICENSE PLATE,Pontiac,Silver,FVI - Outcome,Vehicle was moved from original address requested,,2421 W GRENSHAW ST,60612,,,28,11,28,,41.86740330259606,-87.68693719143288,"{'latitude': '41.86740330259606', 'longitude': '-87.68693719143288', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-02T00:00:00,12-00012004,Abandoned Vehicle Complaint,817ZXD,Pontiac,Green,FVI - Outcome,Vehicle was moved from original address requested,90,5134 N LOCKWOOD AVE,60630,,,45,16,11,,41.974441243816514,-87.76038188430661,"{'latitude': '41.974441243816514', 'longitude': '-87.76038188430661', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-02T00:00:00,12-00012468,Abandoned Vehicle Complaint,561373,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,7,5102 W CARMEN AVE,60630,,,45,16,11,,41.97353787235502,-87.75542700020989,"{'latitude': '41.97353787235502', 'longitude': '-87.75542700020989', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-03T00:00:00,12-00012283,Abandoned Vehicle Complaint,548PQL,Jeep/Cherokee,Green,FVI - Outcome,Need Vehicle Tow Report,7,4907 S DORCHESTER AVE,60615,,,4,21,39,,41.8057950879128,-87.59176582467653,"{'latitude': '41.8057950879128', 'longitude': '-87.59176582467653', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-03T00:00:00,12-00013283,Abandoned Vehicle Complaint,H719789,Jeep/Cherokee,Silver,FVI - Outcome,Need Vehicle Tow Report,21,1304 E 71ST PL,60619,,,5,3,43,42,41.76520289349594,-87.59312049305699,"{'latitude': '41.76520289349594', 'longitude': '-87.59312049305699', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-03T00:00:00,12-00015580,Abandoned Vehicle Complaint,133TGC,Pontiac,Red,FVI - Outcome,Vehicle was moved from original address requested,60,6140 S INGLESIDE AVE,60637,,,20,3,42,,41.78300648471964,-87.6028921945245,"{'latitude': '41.78300648471964', 'longitude': '-87.6028921945245', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-03T00:00:00,12-00017534,Abandoned Vehicle Complaint,L470884,Ford,White,FVI - Outcome,Need Vehicle Tow Report,14,4353 N TROY ST,60618,,,33,17,16,60,41.960936532989614,-87.70687106053158,"{'latitude': '41.960936532989614', 'longitude': '-87.70687106053158', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-09T00:00:00,12-00011825,Abandoned Vehicle Complaint,NONE,Chrysler,White,FVI - Outcome,Need Vehicle Tow Report,7,1924 W BYRON ST,60613,,,47,19,5,38,41.952460755320715,-87.67728347533358,"{'latitude': '41.952460755320715', 'longitude': '-87.67728347533358', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-14T00:00:00,12-00017451,Abandoned Vehicle Complaint,1676011,Cadillac,Beige,FVI - Outcome,Need Vehicle Tow Report,7,6111 S UNIVERSITY AVE,60637,,,20,3,42,,41.78377674321717,-87.5977533801029,"{'latitude': '41.78377674321717', 'longitude': '-87.5977533801029', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-15T00:00:00,12-00014651,Abandoned Vehicle Complaint,8561326,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,7,5007 S CHAMPLAIN AVE,60615,,,4,2,38,47,41.80377346436332,-87.60993345476913,"{'latitude': '41.80377346436332', 'longitude': '-87.60993345476913', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-15T00:00:00,12-00014753,Abandoned Vehicle Complaint,X425232,Dodge,Purple,FVI - Outcome,Vehicle was moved from original address requested,7,5005 S CHAMPLAIN AVE,60615,,,4,2,38,47,41.80384152717033,-87.609935292982,"{'latitude': '41.80384152717033', 'longitude': '-87.609935292982', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-02-17T00:00:00,12-00017411,Abandoned Vehicle Complaint,2733299,Toyota,Gray,FVI - Outcome,Need Vehicle Tow Report,7,5472 S KIMBARK AVE,60615,,,4,21,41,,41.79592664575462,-87.59509055628071,"{'latitude': '41.79592664575462', 'longitude': '-87.59509055628071', 'needs_recoding': False}"
2012-01-04T00:00:00,Completed,2012-03-27T00:00:00,12-00012233,Abandoned Vehicle Complaint,N197364,Nissan,Green,FVI - Outcome,Need Vehicle Tow Report,7,3200 N ORIOLE AVE,60634,,,36,16,17,,41.93801870725466,-87.8166697915465,"{'latitude': '41.93801870725466', 'longitude': '-87.8166697915465', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-10T00:00:00,13-00016668,Abandoned Vehicle Complaint,7087833,(Unlisted Make),Maroon,FVI - Outcome,Vehicle was moved from original address requested,18,6134 S RHODES AVE,60637,,,20,3,42,,41.78289555387726,-87.61223105674247,"{'latitude': '41.78289555387726', 'longitude': '-87.61223105674247', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-12T00:00:00,13-00018453,Abandoned Vehicle Complaint,N837326,Chevrolet,Blue,FVI - Outcome,Create Work Order,21,2936 S QUINN ST,60608,1170422.8860894,1885157.34827629,11,9,60,,41.839953308211165,-87.64993572377512,"{'latitude': '41.839953308211165', 'longitude': '-87.64993572377512', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-14T00:00:00,13-00017856,Abandoned Vehicle Complaint,0,"(Assembled From Parts,Homemade)",White,FVI - Outcome,Create Work Order,7,1802 N HARDING AVE,60647,1149761.41997337,1911775.01847445,30,25,20,,41.91391892541316,-87.72538764516028,"{'latitude': '41.91391892541316', 'longitude': '-87.72538764516028', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-15T00:00:00,13-00016501,Abandoned Vehicle Complaint,8492838,Acura,Gray,FVI - Outcome,Create Work Order,15,3336 W HOLLYWOOD AVE,60659,1152987.53283065,1937676.60699164,39,17,13,,41.984946703572284,-87.71288879917883,"{'latitude': '41.984946703572284', 'longitude': '-87.71288879917883', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-16T00:00:00,13-00014536,Abandoned Vehicle Complaint,1217576,Toyota,Black,FVI - Outcome,Create Work Order,21,5004 W HENDERSON ST,60641,1142416.25978832,1921808.47518404,38,16,15,,41.941605801964926,-87.75215048215615,"{'latitude': '41.941605801964926', 'longitude': '-87.75215048215615', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-22T00:00:00,13-00017469,Abandoned Vehicle Complaint,IT9330,Chrysler,Green,Place 7 Day Sticker,Follow on Activity was created,180,4233 N SPRINGFIELD AVE,60618,1149625.21972868,1927910.1970317,39,17,16,,41.95833146911896,-87.72515754757862,"{'latitude': '41.95833146911896', 'longitude': '-87.72515754757862', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-23T00:00:00,13-00016619,Abandoned Vehicle Complaint,L692584,Dodge,Blue,FVI - Outcome,Create Work Order,20,7313 S FAIRFIELD AVE,60629,1159307.73638072,1856036.90013067,18,8,66,14,41.76047909181269,-87.6915476912146,"{'latitude': '41.76047909181269', 'longitude': '-87.6915476912146', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-01-28T00:00:00,13-00018733,Abandoned Vehicle Complaint,R382280,Dodge,Red,FVI - Outcome,Create Work Order,30,3746 N SACRAMENTO AVE,60618,1155718.82731054,1924755.18758927,33,17,16,,41.94987014975082,-87.7031606310269,"{'latitude': '41.94987014975082', 'longitude': '-87.7031606310269', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-02-04T00:00:00,13-00016193,Abandoned Vehicle Complaint,H750171,Ford,Gray,FVI - Outcome,Create Work Order,90,1906 W PATTERSON AVE,60613,1162985.68219171,1924258.98981208,47,19,5,,41.94792295874841,-87.67650487951794,"{'latitude': '41.94792295874841', 'longitude': '-87.67650487951794', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-02-04T00:00:00,13-00016387,Abandoned Vehicle Complaint,P333638,Buick,Burgundy,FVI - Outcome,Create Work Order,60,9927 S ABERDEEN ST,60643,1170734.12966946,1838882.08312228,34,22,73,,41.71316490805964,-87.65014674398105,"{'latitude': '41.71316490805964', 'longitude': '-87.65014674398105', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-02-06T00:00:00,13-00017022,Abandoned Vehicle Complaint,G899992,Toyota,Burgundy,FVI - Outcome,Create Work Order,14,5518 W LUNT AVE,60646,1138551.01000231,1945970.50601396,41,16,12,,42.007982188998675,-87.76564937924925,"{'latitude': '42.007982188998675', 'longitude': '-87.76564937924925', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-02-13T00:00:00,13-00016150,Abandoned Vehicle Complaint,K115677,Ford,Red,FVI - Outcome,Create Work Order,30,10610 S AVENUE F,60617,1203497.74591509,1835213.70869705,10,4,52,,41.70233585960003,-87.5305974799249,"{'latitude': '41.70233585960003', 'longitude': '-87.5305974799249', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed - Dup,2013-02-22T00:00:00,13-00015070,Abandoned Vehicle Complaint,7929253,Chevrolet,Green,FVI - Outcome,Create Work Order,30,144 E 116TH ST,60628,1179297.59188289,1827727.57732187,9,5,53,40,41.68267746283886,-87.61896027816775,"{'latitude': '41.68267746283886', 'longitude': '-87.61896027816775', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-04T00:00:00,13-00016088,Abandoned Vehicle Complaint,5A022012,Ford,Black,FVI - Outcome,Vehicle was moved from original address requested,30,955 N KEDVALE AVE,60651,,,37,11,23,,41.89875672423082,-87.7297312314579,"{'latitude': '41.89875672423082', 'longitude': '-87.7297312314579', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-04T00:00:00,13-00016424,Abandoned Vehicle Complaint,R223584,Chevrolet,Gray,FVI - Outcome,Vehicle was moved from original address requested,30,5219 W POTOMAC AVE,60651,,,37,25,25,,41.90394352836478,-87.75656830857349,"{'latitude': '41.90394352836478', 'longitude': '-87.75656830857349', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-14T00:00:00,13-00015526,Abandoned Vehicle Complaint,495024,Chevrolet,Red,Place 7 Day Sticker,Follow on Activity was created,25,6503 S KEDVALE AVE,60629,1149823.05252865,1861153.53312575,13,8,65,,41.7748230243436,-87.72617640923691,"{'latitude': '41.7748230243436', 'longitude': '-87.72617640923691', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-14T00:00:00,13-00017822,Abandoned Vehicle Complaint,0,,Red,Place 7 Day Sticker,Follow on Activity was created,90,1802 N HARDING AVE,60647,1149761.41997337,1911775.01847445,30,25,20,,41.91391892541316,-87.72538764516028,"{'latitude': '41.91391892541316', 'longitude': '-87.72538764516028', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-15T00:00:00,13-00015681,Abandoned Vehicle Complaint,9672739,Oldsmobile,Blue,FVI - Outcome,Vehicle was moved from original address requested,21,5614 N KEYSTONE AVE,60646,1148381.6310255,1936988.62588437,39,17,13,,41.9833049404195,-87.72981132090196,"{'latitude': '41.9833049404195', 'longitude': '-87.72981132090196', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-15T00:00:00,13-00016084,Abandoned Vehicle Complaint,UNKNOWN,Nissan,Gray,Place 7 Day Sticker,Follow on Activity was created,30,4910 N BERNARD ST,60625,1152496.94189745,1932399.57877423,39,17,14,,41.970546378304746,-87.71479326040823,"{'latitude': '41.970546378304746', 'longitude': '-87.71479326040823', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-15T00:00:00,13-00017772,Abandoned Vehicle Complaint,6488964,Oldsmobile,White,FVI - Outcome,Return to Owner - Vehicle,45,5132 S ELLIS AVE,60615,,,4,2,41,,41.8012508058075,-87.6014881943215,"{'latitude': '41.8012508058075', 'longitude': '-87.6014881943215', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-15T00:00:00,13-00017882,Abandoned Vehicle Complaint,H150045,Toyota,Gray,Place 7 Day Sticker,Follow on Activity was created,14,5228 N BERNARD ST,60625,1152442.67149734,1934523.27461922,39,17,13,,41.97656453441406,-87.71492728212955,"{'latitude': '41.97656453441406', 'longitude': '-87.71492728212955', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-15T00:00:00,13-00018209,Abandoned Vehicle Complaint,SGZ447,Honda,Silver,Place 7 Day Sticker,Follow on Activity was created,28,3463 N ALBANY AVE,60618,1155102.72272741,1922936.98059655,33,17,21,,41.9447353735795,-87.70517313346518,"{'latitude': '41.9447353735795', 'longitude': '-87.70517313346518', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-16T00:00:00,13-00016152,Abandoned Vehicle Complaint,P116129,Honda,Black,Place 7 Day Sticker,Follow on Activity was created,20,5019 W HENDERSON ST,60641,1142315.15978832,1921806.07518404,38,16,15,,41.94138018973822,-87.75267876859931,"{'latitude': '41.94138018973822', 'longitude': '-87.75267876859931', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-17T00:00:00,13-00014780,Abandoned Vehicle Complaint,Expired Indiana Temp Plate,Volkswagen,Silver,Place 7 Day Sticker,Follow on Activity was created,30,3523 N OSCEOLA AVE,60634,1125790.31908901,1922521.20479784,36,16,17,,41.944040767356775,-87.81292833968806,"{'latitude': '41.944040767356775', 'longitude': '-87.81292833968806', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-18T00:00:00,13-00015658,Abandoned Vehicle Complaint,UNKOWN,Nissan,Green,Place 7 Day Sticker,Follow on Activity was created,15,6560 W DIVERSEY AVE,60707,1132118.82980584,1917893.68497942,36,25,19,,41.93105474729783,-87.7904389703128,"{'latitude': '41.93105474729783', 'longitude': '-87.7904389703128', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-18T00:00:00,13-00017156,Abandoned Vehicle Complaint,956 8330,Lexus,White,Place 7 Day Sticker,Follow on Activity was created,15,5158 S SPRINGFIELD AVE,60632,1151242.01922024,1870126.91998522,23,8,62,,41.798839571398354,-87.7210157749606,"{'latitude': '41.798839571398354', 'longitude': '-87.7210157749606', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-20T00:00:00,13-00015235,Abandoned Vehicle Complaint,1077162,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,15,3425 S WALLACE ST,60616,,,11,9,60,,41.83181904348339,-87.64111035252971,"{'latitude': '41.83181904348339', 'longitude': '-87.64111035252971', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-20T00:00:00,13-00015561,Abandoned Vehicle Complaint,N670321,Pontiac,Gray,FVI - Outcome,Vehicle was moved from original address requested,30,5642 S MERRIMAC AVE,60638,,,23,8,56,,41.78929480217634,-87.77818318133536,"{'latitude': '41.78929480217634', 'longitude': '-87.77818318133536', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-22T00:00:00,13-00014518,Abandoned Vehicle Complaint,G392235,Dodge,Tan,Place 7 Day Sticker,Follow on Activity was created,21,3501 N OPAL AVE,60634,1123131.50678834,1922288.18920652,36,16,17,,41.94323617268192,-87.82269900792807,"{'latitude': '41.94323617268192', 'longitude': '-87.82269900792807', 'needs_recoding': False}"
2013-01-04T00:00:00,Completed,2013-01-22T00:00:00,13-00014927,Abandoned Vehicle Complaint,9271541,Pontiac,Maroon,Place 7 Day Sticker,Follow on Activity was created,60,3901 N KILDARE AVE,60641,1146902.89323279,1925581.02176739,38,17,16,,41.95184133496555,-87.73524054804678,"{'latitude': '41.95184133496555', 'longitude': '-87.73524054804678', 'needs_recoding': False}"
